Dissecting Hessian: Understanding Common Structure of Hessian in Neural Networks,['https://www.semanticscholar.org/paper/Dissecting-Hessian%3A-Understanding-Common-Structure-Wu-Zhu/ba0d43cb63b83a95cf56d13213b07d42f0c3bb40'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '2'}]"
Rethinking Compressed Convolution Neural Network from a Statistical Perspective,['https://www.semanticscholar.org/paper/Bayesian-Convolutional-Neural-Networks-for-Sensing-Lan-Guo/6db87a632902ff436eab86dacfd785b68502e69f'],[{'Citations': 0}]
Extract Local Inference Chains of Deep Neural Nets,['https://www.semanticscholar.org/paper/High-performance-deep-learning-techniques-for-big-Li/7ecf5df0fc780c552d083b84a8255cedbef9d1cc'],[{'Citations': 0}]
A Simple Approach To Define Curricula For Training Neural Networks,['https://www.semanticscholar.org/paper/A-SIMPLE-APPROACH-TO-DEFINE-CURRICULA-FOR-TRAINING/ff01f469826cf790ca631f69f33dec781ebefcc3'],[{'Citations': 0}]
Class Imbalance in Few-Shot Learning,['https://www.semanticscholar.org/paper/Few-Shot-Learning-with-Class-Imbalance-Ochal-Patacchiola/6948657d322c15bbd865f6906f3200483842ed6e'],[{'Citations': 1}]
Hippocampal representations emerge when training recurrent neural networks on a memory dependent maze navigation task,['https://www.semanticscholar.org/paper/Hippocampal-representations-emerge-when-training-on-Jude-Hennig/48f92ecb1b9a28b2571282b967a814f9cf475020'],[{'Citations': 0}]
Learning to Share in Multi-Agent Reinforcement Learning,['https://www.semanticscholar.org/paper/Actor-Attention-Critic-for-Multi-Agent-Learning-Iqbal-Sha/929bef0066bad871ba971b673c053112d055d29f'],"[{'Citations': 163, 'Highly Influential Citations': '29', 'Background Citations': '88', 'Methods Citations': '73', 'Results Citations': '1'}]"
Weak NAS Predictor Is All You Need,['https://www.semanticscholar.org/paper/Weak-NAS-Predictors-Are-All-You-Need-Wu-Dai/9023ff5ecf158ec13762d64935e624f272b5445b'],"[{'Citations': 1, 'Background Citations': '1'}]"
Quantum Deformed Neural Networks,['https://www.semanticscholar.org/paper/Quantum-Deformed-Neural-Networks-Bondesan-Welling/7472589a9e1a401a235d7f654f21fcc97c5d449d'],"[{'Citations': 2, 'Background Citations': '1'}]"
Predictive Coding Approximates Backprop along Arbitrary Computation Graphs,['https://www.semanticscholar.org/paper/Predictive-Coding-Approximates-Backprop-along-Millidge-Tschantz/1426c97cc8f8f23a6cb1cfa4d4e10f27b0e2a3a7'],"[{'Citations': 15, 'Highly Influential Citations': '2', 'Background Citations': '10', 'Methods Citations': '4', 'Results Citations': '3'}]"
Secure Federated Learning of User Verification Models,['https://www.semanticscholar.org/paper/Federated-Learning-of-User-Verification-Models-Hosseini-Park/a0f1de385367c58683e43a4e0333f8a73ee1d35a'],[{'Citations': 0}]
Inductive Bias of Gradient Descent for Exponentially Weight Normalized Smooth Homogeneous Neural Nets,['https://www.semanticscholar.org/paper/Inductive-Bias-of-Gradient-Descent-for-Weight-Nets-Morwani-Ramaswamy/6b9c94342f192a1b152183f293e12efe1f7ecc17'],[{'Citations': 0}]
Drift Detection in Episodic Data: Detect When Your Agent Starts Faltering,['https://www.semanticscholar.org/paper/Drift-Detection-in-Episodic-Data%3A-Detect-When-Your-Greenberg-Mannor/3356f63b42a1e610cee1a6ab1dc7a81f806b46e6'],[{'Citations': 0}]
A Probabilistic Approach to Constrained Deep Clustering,['https://www.semanticscholar.org/paper/Deep-Conditional-Gaussian-Mixture-Model-for-Manduchi-Chin-Cheong/2c2180022f656af7183c445fd5b1357def1a4d75'],[{'Citations': 0}]
Improving the accuracy of neural networks in analog computing-in-memory systems by a generalized quantization method,['https://www.semanticscholar.org/paper/IMPROVING-THE-ACCURACY-OF-NEURAL-NETWORKS-IN-ANALOG/52659a59e5a40237fdf8c1660556858d9f93c776'],[{'Citations': 0}]
On Noise Injection in Generative Adversarial Networks,['https://www.semanticscholar.org/paper/On-Noise-Injection-in-Generative-Adversarial-Feng-Zhao/97977e41efb326718c8d935b4df8830d76b43629'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1'}]"
Factoring out Prior Knowledge from Low-Dimensional Embeddings,['https://www.semanticscholar.org/paper/Factoring-out-prior-knowledge-from-low-dimensional-Heiter-Fischer/15bd59b292f6e7f2033df0934ec943f71c73e955'],[{'Citations': 0}]
Adversarial Synthetic Datasets for Neural Program Synthesis,['https://www.semanticscholar.org/paper/Creating-Synthetic-Datasets-via-Evolution-for-Suh-Timen/dc52bf728d417cb285e6b75e4ee56fcfc1248d8b'],"[{'Citations': 1, 'Background Citations': '1'}]"
Out-of-distribution Prediction with Invariant Risk Minimization: The Limitation and An Effective Fix,['https://www.semanticscholar.org/paper/Out-of-distribution-Prediction-with-Invariant-Risk-Guo-Zhang/340bd0cfeeab5d117a9fdffffa9e05fe2afaf64f'],"[{'Citations': 6, 'Background Citations': '3', 'Methods Citations': '2'}]"
IALE: Imitating Active Learner Ensembles,['https://www.semanticscholar.org/paper/IALE%3A-Imitating-Active-Learner-Ensembles-L%C3%B6ffler-Ayyalasomayajula/11c1a0319b517074895a18e8abbedc11cb700459'],[{'Citations': 0}]
Robust Multi-Agent Reinforcement Learning Driven by Correlated Equilibrium,['https://www.semanticscholar.org/paper/Finite-horizon-robust-formation-containment-control-Yu-Ge/529b231525485fdfc06b222c9c11681f5e763e4f'],[{'Citations': 0}]
Fourier Stochastic Backpropagation,['https://www.semanticscholar.org/paper/Generalized-Stochastic-Backpropagation-Echraibi-Cholet/52e5218a7c8df897deaf54fb72b93dbf70bee700'],[{'Citations': 0}]
Learning Hyperbolic Representations for Unsupervised 3D Segmentation,['https://www.semanticscholar.org/paper/Learning-Hyperbolic-Representations-for-3D-Hsu-Gu/4eb704094f55552922390cde7343e69a093863fd'],[{'Citations': 0}]
Dynamic Graph: Learning Instance-aware Connectivity for Neural Networks,['https://www.semanticscholar.org/paper/Dynamic-Graph%3A-Learning-Instance-aware-Connectivity-Yuan-Li/d1c2bc6350e17c0f5b375c2a45bf1a8f049aab2c'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Relevance Attack on Detectors,"[""https://www.semanticscholar.org/paper/Can't-Boil-This-Frog%3A-Robustness-of-Online-Trained-Kravchik-Shabtai/256e75abf65137db097ce40a4472c76952804da0""]",[{'Citations': 0}]
Federated Learning With Quantized Global Model Updates,['https://www.semanticscholar.org/paper/Federated-Learning-With-Quantized-Global-Model-Amiri-G%C3%BCnd%C3%BCz/08451831dff7b2aa11826f845ac870a03bac5e6f'],"[{'Citations': 15, 'Background Citations': '6', 'Methods Citations': '6'}]"
Efficient Robust Training via Backward Smoothing,['https://www.semanticscholar.org/paper/Efficient-Robust-Training-via-Backward-Smoothing-Chen-Cheng/a67fc58a7c8347ab2836b4aee1f72ea2bf87bae6'],"[{'Citations': 5, 'Background Citations': '2'}]"
Deep Q Learning from Dynamic Demonstration with Behavioral Cloning,['https://www.semanticscholar.org/paper/SQUIRL%3A-Robust-and-Efficient-Learning-from-Video-of-Wu-Xu/6402a8d82480f33924170c99ad759a120e5f7ac9'],[{'Citations': 0}]
World Model as a Graph: Learning Latent Landmarks for Planning,['https://www.semanticscholar.org/paper/World-Model-as-a-Graph%3A-Learning-Latent-Landmarks-Zhang-Yang/5cf549e26b4dce19d5bc783de83047479ce6218a'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '2'}]"
Gradient Descent Resists Compositionality,['https://www.semanticscholar.org/paper/Accelerated-Distributed-Nesterov-Gradient-Descent-Qu-Li/ec8c4bef04b9c1b3503ef7d829bc3763d29a6bae'],"[{'Citations': 96, 'Highly Influential Citations': '16', 'Background Citations': '40', 'Methods Citations': '45', 'Results Citations': '5'}]"
Investigating and Simplifying Masking-based Saliency Methods for Model Interpretability,['https://www.semanticscholar.org/paper/Investigating-and-Simplifying-Masking-based-Methods-Phang-Park/c1c56bfcc09f50456ea8603e7690bb0fb936d6f5'],"[{'Citations': 2, 'Background Citations': '1'}]"
Ricci-GNN: Defending Against Structural Attacks Through a Geometric Approach,['https://www.semanticscholar.org/paper/Ricci-GNN%3A-Defending-Against-Structural-Attacks-a-Ye-Ma/0beabdf45ac515f0581315e51b367d212e281554'],[{'Citations': 0}]
Learning Stochastic Behaviour from Aggregate Data,['https://www.semanticscholar.org/paper/Learning-Stochastic-Behaviour-of-Aggregate-Data-Ma-Liu/902c918934e04a9fc50dbc3b1a8a65c26565399b'],"[{'Citations': 6, 'Background Citations': '4'}]"
Action and Perception as Divergence Minimization,['https://www.semanticscholar.org/paper/Action-and-Perception-as-Divergence-Minimization-Hafner-Ortega/0a0efdfb15d4ff8369d9cb533cd96c3d9627103f'],"[{'Citations': 11, 'Highly Influential Citations': '1', 'Background Citations': '6', 'Methods Citations': '2'}]"
Error Controlled Actor-Critic Method to Reinforcement Learning,['https://www.semanticscholar.org/paper/Stochastic-Latent-Actor-Critic%3A-Deep-Reinforcement-Lee-Nagabandi/69d1ee8a99f55e9228f33fdb3a0339541ad1201c'],"[{'Citations': 87, 'Highly Influential Citations': '9', 'Background Citations': '34', 'Methods Citations': '28', 'Results Citations': '4'}]"
Variable-Shot Adaptation for Online Meta-Learning,['https://www.semanticscholar.org/paper/Variable-Shot-Adaptation-for-Online-Meta-Learning-Yu-Geng/c28dd422d4ba331fa2519df446a036b7d302aef3'],[{'Citations': 0}]
Improved Gradient based Adversarial Attacks for Quantized Networks,['https://www.semanticscholar.org/paper/Improved-Gradient-based-Adversarial-Attacks-for-Gupta-Ajanthan/f828aca2d19cd6f34f0f3808f8ca3319f255cea3'],"[{'Citations': 3, 'Background Citations': '3', 'Results Citations': '1'}]"
Non-Linear Rewards For Successor Features,['https://www.semanticscholar.org/paper/NON-LINEAR-REWARDS-FOR-SUCCESSOR-FEATURES/92c8934a48bb3c2ac13d1dd7f74ef26cac91df43'],[{'Citations': 0}]
Shape Defense,['https://www.semanticscholar.org/paper/Shape-Defense-Borji/4a4864e05ac6bc5ba70f67da60a4bd38418993c7'],[{'Citations': 0}]
Robust Meta-learning with Noise via Eigen-Reptile,['https://www.semanticscholar.org/paper/Training-Noise-Robust-Deep-Neural-Networks-via-Wang-Hu/6f43439d8c666f05937a41d8041fbb3f08fd97eb'],"[{'Citations': 10, 'Highly Influential Citations': '2', 'Background Citations': '6', 'Methods Citations': '3'}]"
Center-wise Local Image Mixture For Contrastive Representation Learning,['https://www.semanticscholar.org/paper/Center-wise-Local-Image-Mixture-For-Contrastive-Li-Zhang/a0ef3c5aa454ce5e6536b2b22785421deff46b20'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '1'}]"
Generative Adversarial Neural Architecture Search with Importance Sampling,['https://www.semanticscholar.org/paper/Generative-Adversarial-Neural-Architecture-Search-Rezaei-Han/0335f6dfafb2dc8c76726ab282cb3a4ad8e0d9ec'],[{'Citations': 0}]
Parameter-Efficient Transfer Learning with Diff Pruning,['https://www.semanticscholar.org/paper/Parameter-Efficient-Transfer-Learning-with-Diff-Guo-Rush/f3b42d8a31a54374f6fa5e6a94eaf8d5a06eea73'],"[{'Citations': 5, 'Highly Influential Citations': '1', 'Background Citations': '5', 'Methods Citations': '2', 'Results Citations': '1'}]"
Contrastive Code Representation Learning,['https://www.semanticscholar.org/paper/Contrastive-Code-Representation-Learning-Jain-Jain/021bbcefc993c389bad6c1daefd8ff92d0fc2441'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '2'}]"
Generalisation Guarantees For Continual Learning With Orthogonal Gradient Descent,['https://www.semanticscholar.org/paper/Generalisation-Guarantees-for-Continual-Learning-Bennani-Sugiyama/04b6ea6bd093039a502e9080f218ea3603a796a7'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '2'}]"
Learning Private Representations with Focal Entropy,['https://www.semanticscholar.org/paper/Honest-but-Curious-Nets%3A-Sensitive-Attributes-of-be-Malekzadeh-Borovykh/e0e1f5e58cf5babf23c461e7fc2159de1dfe1e0d'],[{'Citations': 0}]
Learn what you can't learn: Regularized Ensembles for Transductive out-of-distribution detection,"[""https://www.semanticscholar.org/paper/Learn-what-you-can't-learn%3A-Regularized-Ensembles-Tifrea-Stavarache/060f673d55de3893c9d9148e2637f91efde1e370""]",[{'Citations': 0}]
How much progress have we made in neural network training? A New Evaluation Protocol for Benchmarking Optimizers,['https://www.semanticscholar.org/paper/How-much-progress-have-we-made-in-neural-network-A-Xiong-Liu/10d96cdddff80e534047b6b289e0a82a166ed4fe'],[{'Citations': 0}]
Symbol-Shift Equivariant Neural Networks,['https://www.semanticscholar.org/paper/Volumetric-Landmark-Detection-with-a-Multi-Scale-Ma-Gupta/23a633a462191250ee253553f4c276969ec90ea8'],"[{'Citations': 2, 'Methods Citations': '1'}]"
Deep Partial Updating,['https://www.semanticscholar.org/paper/Deep-Partial-Updating-Qu-Liu/8cb854e91e2d41c50ee6ca053a816d7935c2dc76'],"[{'Citations': 1, 'Background Citations': '1'}]"
SoCal: Selective Oracle Questioning for Consistency-based Active Learning of Cardiac Signals,['https://www.semanticscholar.org/paper/SoCal%3A-Selective-Oracle-Questioning-for-Active-of-Kiyasseh-Zhu/3c6f710da1e86e0e423f6089ef227683d735456e'],[{'Citations': 0}]
Multi-hop Attention Graph Neural Network,['https://www.semanticscholar.org/paper/Direct-Multi-hop-Attention-based-Graph-Neural-Wang-Ying/4167043982f69e2952f3a9bb20d577c075a27c8c'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '2'}]"
Crowd-sourced Phrase-Based Tokenization for Low-Resourced Neural Machine Translation: The case of Fon Language,['https://www.semanticscholar.org/paper/Crowdsourced-Phrase-Based-Tokenization-for-Neural-Dossou-Emezue/5e8da0a332906a2cc5262483ddc27eb9b792dbaf'],"[{'Citations': 1, 'Background Citations': '1'}]"
Tight Second-Order Certificates for Randomized Smoothing,['https://www.semanticscholar.org/paper/Tight-Second-Order-Certificates-for-Randomized-Levine-Kumar/a984bcaa2c83eb1f4d4dec87736d0b77addecb42'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '1'}]"
Robust Imitation via Decision-Time Planning,['https://www.semanticscholar.org/paper/ROBUST-IMITATION-VIA-DECISION-TIME-PLANNING/8239e9d70ce94828a6dca24dfa11f2f832d1dbe6'],[{'Citations': 0}]
Revisiting Point Cloud Classification with a Simple and Effective Baseline,['https://www.semanticscholar.org/paper/Revisiting-Point-Cloud-Shape-Classification-with-a-Goyal-Law/4e5dff8d9db8ee21b636e9bf93a2fc96999079aa'],[{'Citations': 0}]
Counterfactual Fairness through Data Preprocessing,['https://www.semanticscholar.org/paper/Fairness-Aware-Instrumentation-of-for-Machine-Yang-Huang/4179d8e2324ff8a3b3b94ae64f83268cf3fc9f49'],"[{'Citations': 8, 'Highly Influential Citations': '2', 'Background Citations': '6', 'Methods Citations': '2'}]"
DROPS: Deep Retrieval of Physiological Signals via Attribute-specific Clinical Prototypes,['https://www.semanticscholar.org/paper/DROPS%3A-Deep-Retrieval-of-Physiological-Signals-via-Kiyasseh-Zhu/02f3d03388200e0e84b2a662ec936ebe455fa1e3'],"[{'Citations': 2, 'Background Citations': '1'}]"
EM-RBR: a reinforced framework for knowledge graph completion from reasoning perspective,['https://www.semanticscholar.org/paper/EM-RBR%3A-a-reinforced-framework-for-knowledge-graph-An-Chen/4ca757157d3d3e4878ce7da961ab60ec09750109'],[{'Citations': 0}]
Deformable Capsules for Object Detection,['https://www.semanticscholar.org/paper/Deformable-Capsules-for-Object-Detection-LaLonde-Khosravan/cedfc9de9cfc98779672e3bdba0c629f9e7f3343'],[{'Citations': 0}]
Quantile Regularization : Towards Implicit Calibration of Regression Models,['https://www.semanticscholar.org/paper/Quantile-Regularization%3A-Towards-Implicit-of-Models-Utpala-Rai/ecbe4eaf35f6b3086cec03a25b94a11c205782cb'],"[{'Citations': 2, 'Background Citations': '1'}]"
Rethinking Content and Style: Exploring Bias for Unsupervised Disentanglement,['https://www.semanticscholar.org/paper/Rethinking-Content-and-Style%3A-Exploring-Bias-for-Ren-Yang/402d27622359a1e23a7b2b35f3ebffddbb39e06f'],[{'Citations': 0}]
Data-aware Low-Rank Compression for Large NLP Models,['https://www.semanticscholar.org/paper/Rank-and-run-time-aware-compression-of-NLP-Thakker-Beu/6666b37424161119dc93e350aa952ebe7a465316'],[{'Citations': 3}]
Multi-Task Learning by a Top-Down Control Network,['https://www.semanticscholar.org/paper/Multi-Task-Learning-by-a-Top-Down-Control-Network-Levi-Ullman/699e69b347d5c3440d86e0322c3b21da88146886'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '2', 'Results Citations': '1'}]"
Efficient Estimators for Heavy-Tailed Machine Learning,['https://www.semanticscholar.org/paper/Gaussian-meta-embeddings-for-efficient-scoring-of-a-Br%C3%BCmmer-Silnova/dc747484eb7ddc287b87f41256ec12386cce74bb'],"[{'Citations': 13, 'Background Citations': '11', 'Methods Citations': '3'}]"
Stable Weight Decay Regularization,['https://www.semanticscholar.org/paper/Stable-Weight-Decay-Regularization-Xie-Sato/3a784727363aa3f09fb256e4ff9b4e1bae086b87'],"[{'Citations': 5, 'Highly Influential Citations': '1', 'Background Citations': '3'}]"
A frequency domain analysis of gradient-based adversarial examples,['https://www.semanticscholar.org/paper/A-FREQUENCY-DOMAIN-ANALYSIS-OF-GRADIENT-BASED/2e3db43d6d606ecd71c933000c9388cb392c1275'],[{'Citations': 0}]
Memory Augmented Design of Graph Neural Networks,['https://www.semanticscholar.org/paper/Graph-Memory-Networks-for-Molecular-Activity-Pham-Tran/09bfd865da386e9c7d3a27210dd4bb1b16a75819'],"[{'Citations': 22, 'Background Citations': '7', 'Methods Citations': '3', 'Results Citations': '2'}]"
TimeAutoML: Autonomous Representation Learning for Multivariate Irregularly  Sampled Time Series,['https://www.semanticscholar.org/paper/TimeAutoML%3A-Autonomous-Representation-Learning-for-Jiao-Yang/60773c01dd3c76be0e1d3bc429cf474e5f9d8519'],[{'Citations': 1}]
Frequency-aware Interface Dynamics with Generative Adversarial Networks,['https://www.semanticscholar.org/paper/Stimulus-Speech-Decoding-from-Human-Cortex-with-Wang-Chen/7119156479c01728aaf65b5414d8c4dfd7572890'],[{'Citations': 3}]
Orthogonal Subspace Decomposition: A New Perspective of Learning Discriminative Features for Face Clustering,['https://www.semanticscholar.org/paper/Advances-in-Nonnegative-Matrix-and-Tensor-Cichocki-M%C3%B8rup/949c28d4555f6b4033dcf8e715d6c1256067d445'],"[{'Citations': 23, 'Background Citations': '7', 'Methods Citations': '5'}]"
Unsupervised Learning of Global Factors in Deep Generative Models,['https://www.semanticscholar.org/paper/Unsupervised-Learning-of-Global-Factors-in-Deep-Peis-Olmos/fd6c14f7e41e944a059a9987cb96825cc4bc9dd5'],[{'Citations': 1}]
Non-Negative Bregman Divergence Minimization for Deep Direct Density Ratio Estimation,['https://www.semanticscholar.org/paper/Non-Negative-Bregman-Divergence-Minimization-for-Kato-Teshima/22ae12e6cbf25064bbaf8d1f29e3ff7a5f3ba3e8'],"[{'Citations': 3, 'Methods Citations': '1'}]"
 Model-centric data manifold: the data through the eyes of the model,['https://www.semanticscholar.org/paper/Model-centric-Data-Manifold%3A-the-Data-Through-the-Grementieri-Fioresi/3508e4789b3aadbf177af141b163fa88669a8496'],[{'Citations': 0}]
Gradient Based Memory Editing for Task-Free Continual Learning,['https://www.semanticscholar.org/paper/Gradient-Based-Memory-Editing-for-Task-Free-Jin-Du/8480b3cc4cd46a46a7de287d45e36e0bb8c1296c'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '2'}]"
Regret Bounds and Reinforcement Learning Exploration of EXP-based Algorithms,['https://www.semanticscholar.org/paper/Regret-Bounds-and-Reinforcement-Learning-of-Xu-Klabjan/bf0e5d79e4f20ca130261bd30e9ca336a5f12ebe'],[{'Citations': 0}]
Learning from multiscale wavelet superpixels using GNN with spatially heterogeneous pooling,['https://www.semanticscholar.org/paper/CONTRAST-ENHANCED-SUPERPIXEL-BASED-SEGMENTATION-OF-Mano/8273e818a2bbf681294302e681e0594d5d9a5f31'],"[{'Citations': 1, 'Background Citations': '1'}]"
Energy-Based Models for Continual Learning,['https://www.semanticscholar.org/paper/Energy-Based-Models-for-Continual-Learning-Li-Du/b8667f03637651dd051225fb5646fa67c04db15c'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '1'}]"
Practical Locally Private Federated Learning with Communication Efficiency,['https://www.semanticscholar.org/paper/Incentive-Mechanism-Design-for-Federated-Learning-Ding-Fang/783f51f9e9525cdc0f9b26dd11728342362316fc'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1'}]"
Automated Concatenation of Embeddings for Structured Prediction,['https://www.semanticscholar.org/paper/Automated-Concatenation-of-Embeddings-for-Wang-Jiang/eae93a42ab0e161661c813d6a1cadde0ddc87ee1'],"[{'Citations': 4, 'Methods Citations': '2', 'Results Citations': '1'}]"
Ordering-Based Causal Discovery with Reinforcement Learning,['https://www.semanticscholar.org/paper/Ordering-Based-Causal-Discovery-with-Reinforcement-Wang-Du/ffe88503d83320eebe38925dbe1812046a2d8237'],[{'Citations': 0}]
Provable Memorization via Deep Neural Networks using Sub-linear Parameters,['https://www.semanticscholar.org/paper/Provable-Memorization-via-Deep-Neural-Networks-Park-Lee/a49f0a5bff649f3a7497e92f9a70dc29696de9b1'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1'}]"
REPAINT: Knowledge Transfer in Deep Actor-Critic Reinforcement Learning,['https://www.semanticscholar.org/paper/REPAINT%3A-Knowledge-Transfer-in-Deep-Actor-Critic-Tao-Genc/5b3633376d33d0c75eaa4179bddcb654244213fd'],[{'Citations': 0}]
Learn Goal-Conditioned Policy with Intrinsic Motivation for Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Learn-Goal-Conditioned-Policy-with-Intrinsic-for-Liu-Wang/747234a52ad3f781b7d6286382aed7f6953b8985'],[{'Citations': 0}]
Human Perception-based Evaluation Criterion for Ultra-high Resolution Cell Membrane Segmentation,['https://www.semanticscholar.org/paper/Human-Perception-based-Evaluation-Criterion-for-Shi-Wang/ccf49d16cfcea3030f2dad77c0cb0f43f9316232'],[{'Citations': 0}]
Measuring Visual Generalization in Continuous Control from Pixels,['https://www.semanticscholar.org/paper/Measuring-Visual-Generalization-in-Continuous-from-Grigsby-Qi/2dd28b14430b88fefa48402d2adda860d7e55ff8'],[{'Citations': 1}]
Bi-tuning of Pre-trained Representations,['https://www.semanticscholar.org/paper/Bi-tuning-of-Pre-trained-Representations-Zhong-Wang/1c1a69d5b4aba343515c69464e4fc8da969ac61e'],"[{'Citations': 1, 'Highly Influential Citations': '1'}]"
AdaDGS: An adaptive black-box optimization method with a nonlocal directional Gaussian smoothing gradient,['https://www.semanticscholar.org/paper/AdaDGS%3A-An-adaptive-black-box-optimization-method-a-Tran-Zhang/e00e81cb172acb0195e531589bc92b9a86ccba37'],[{'Citations': 0}]
Universal Approximation Theorem for Equivariant Maps by Group CNNs,['https://www.semanticscholar.org/paper/Universal-Approximation-Theorem-for-Equivariant-by-Kumagai-Sannai/d29b42d7a5eb5f64c7b7b87229208b0059502fac'],"[{'Citations': 1, 'Background Citations': '1'}]"
Structural Landmarking and Interaction Modelling: on Resolution Dilemmas in Graph Classification,['https://www.semanticscholar.org/paper/Structural-Landmarking-and-Interaction-Modelling%3A-Zhang-Zhu/d38e2988bf2b54f5821951050a91f2ca87bcf537'],[{'Citations': 0}]
Hierarchical Probabilistic Model for Blind Source Separation via Legendre Transformation,['https://www.semanticscholar.org/paper/Hierarchical-Probabilistic-Model-for-Blind-Source-Luo-Azizi/de61933d483dd819bc1e0b879d6a0c6df868f42d'],[{'Citations': 0}]
Robust Reinforcement Learning using Adversarial Populations,['https://www.semanticscholar.org/paper/Robust-Reinforcement-Learning-using-Adversarial-Vinitsky-Du/317b1dec6d4f950d4607a80df32447827da4799a'],"[{'Citations': 5, 'Highly Influential Citations': '2', 'Background Citations': '4', 'Methods Citations': '2'}]"
ACT: Asymptotic Conditional Transport,['https://www.semanticscholar.org/paper/ACT%3A-Asymptotic-Conditional-Transport-Zheng-Zhou/995070a15ed28374e09edd80eac4baf754dbd173'],[{'Citations': 0}]
Universal Sentence Representations Learning with Conditional Masked Language Model,['https://www.semanticscholar.org/paper/Universal-Sentence-Representation-Learning-with-Yang-Yang/2592bd8ec30a05634ff404de69fb165d5f3e73e5'],"[{'Citations': 2, 'Background Citations': '2', 'Methods Citations': '1'}]"
Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks,['https://www.semanticscholar.org/paper/Slot-Machines%3A-Discovering-Winning-Combinations-of-Aladago-Torresani/e015b90947a47a75675d455ea926b4e3a5384fc3'],[{'Citations': 0}]
DEEP ADAPTIVE SEMANTIC LOGIC (DASL): COMPILING DECLARATIVE KNOWLEDGE INTO DEEP NEURAL NETWORKS,['https://www.semanticscholar.org/paper/Deep-Adaptive-Semantic-Logic-(DASL)%3A-Compiling-into-Sikka-Silberfarb/afa32d37e8c83952a431c7400bfb1c60bd1d6263'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '2', 'Results Citations': '2'}]"
"""Hey, that's not an ODE'"": Faster ODE Adjoints with 12 Lines of Code","[""https://www.semanticscholar.org/paper/%22Hey%2C-that's-not-an-ODE%22%3A-Faster-ODE-Adjoints-with-Kidger-Chen/6cabb38fc185e654df8c0678e4d03c122ebde02f""]","[{'Citations': 8, 'Highly Influential Citations': '2', 'Background Citations': '2', 'Methods Citations': '4'}]"
Neural Nonnegative CP Decomposition for Hierarchical Tensor Analysis,['https://www.semanticscholar.org/paper/Linked-PARAFAC%2FCP-Tensor-Decomposition-and-Its-Fast-Yokota-Cichocki/c0d7d9c7cf2def46d9318dd6800d304c150f955e'],"[{'Citations': 22, 'Highly Influential Citations': '4', 'Background Citations': '14', 'Methods Citations': '9', 'Results Citations': '1'}]"
Outlier Robust Optimal Transport,['https://www.semanticscholar.org/paper/Outlier-Robust-Optimal-Transport.-Mukherjee-Guha/e1bf513087db6dacee14fa20e14590ea162a4895'],"[{'Citations': 4, 'Background Citations': '2', 'Methods Citations': '1'}]"
Enforcing Predictive Invariance across Structured Biomedical Domains,['https://www.semanticscholar.org/paper/Enforcing-Predictive-Invariance-across-Structured-Jin-Barzilay/86f649fdfa8b06dd48a3e060e25d7f2ebea81c0b'],"[{'Citations': 5, 'Background Citations': '3'}]"
The act of remembering: A study in partially observable reinforcement learning,['https://www.semanticscholar.org/paper/The-act-of-remembering%3A-a-study-in-partially-Icarte-Valenzano/701ac67b33da3998a2aa4c7b1306253a8c4f0181'],"[{'Citations': 1, 'Background Citations': '1'}]"
Dynamically Stable Infinite-Width Limits of Neural Classifiers,['https://www.semanticscholar.org/paper/Dynamically-Stable-Infinite-Width-Limits-of-Neural-Golikov/04d2549a6c91e3a7578ac7ea0463b2583bda3af5'],[{'Citations': 1}]
DCT-SNN: Using DCT to Distribute Spatial Information over Time for Learning Low-Latency Spiking Neural Networks,['https://www.semanticscholar.org/paper/DCT-SNN%3A-Using-DCT-to-Distribute-Spatial-over-Time-Garg-Chowdhury/717581f2337015907f30729915ab17f236e74c44'],"[{'Citations': 3, 'Background Citations': '2'}]"
HyperSAGE: Generalizing Inductive Representation Learning on Hypergraphs,['https://www.semanticscholar.org/paper/HyperSAGE%3A-Generalizing-Inductive-Representation-on-Arya-Gupta/afcece271f5fa6032b58b515934f3a0f61910f48'],"[{'Citations': 4, 'Highly Influential Citations': '2', 'Background Citations': '3', 'Methods Citations': '2', 'Results Citations': '1'}]"
