Optimal Neural Program Synthesis from Multimodal Specifications,,['https://www.semanticscholar.org/paper/Optimal-Neural-Program-Synthesis-from-Multimodal-Ye-Chen/ca681cab91a3a8e6908b13630fd09b77a0bbf62d'],"['https://www.semanticscholar.org/author/Isil-Dillig/1714075', 'https://www.semanticscholar.org/author/Qiaochu-Chen/116587168', 'https://www.semanticscholar.org/author/Greg-Durrett/1814094', 'https://www.semanticscholar.org/author/Xi-Ye/50183897']"
Zero-Shot Recognition through Image-Guided Semantic Classification,,['https://www.semanticscholar.org/paper/Zero-Shot-Recognition-through-Image-Guided-Semantic-Yeh-Li/a9e45df52ea807da54d9fd89e18194c33f96edba'],"['https://www.semanticscholar.org/author/Fang-Li/65968212', 'https://www.semanticscholar.org/author/Mei-Chen-Yeh/39369497']"
Linking average- and worst-case perturbation robustness via class selectivity and dimensionality,,['https://www.semanticscholar.org/paper/Linking-average-and-worst-case-perturbation-via-and-Leavitt-Morcos/50164be0af90902485f242ad3a7244f1c7c07076'],"['https://www.semanticscholar.org/author/Matthew-L.-Leavitt/2028252288', 'https://www.semanticscholar.org/author/Ari-S.-Morcos/4690624']"
Learning to Search for Fast Maximum Common Subgraph Detection,,['https://www.semanticscholar.org/paper/GLSearch%3A-Maximum-Common-Subgraph-Detection-via-to-Bai-Xu/28cfe68822fd79fc788698aa13d0bddc09ed61dc'],"['https://www.semanticscholar.org/author/Yizhou-Sun/2109461904', 'https://www.semanticscholar.org/author/Yunsheng-Bai/51228791']"
Federated Learning of a Mixture of Global and Local Models,,['https://www.semanticscholar.org/paper/Federated-Learning-of-a-Mixture-of-Global-and-Local-Hanzely-Richt%C3%A1rik/69e017d4a1a25081e2d3335dc0c19ba7c877244d'],"['https://www.semanticscholar.org/author/Filip-Hanzely/7775606', 'https://www.semanticscholar.org/author/Peter-Richt%C3%A1rik/2662221']"
Learning Efficient Planning-based Rewards for Imitation Learning,,['https://www.semanticscholar.org/paper/PILOT%3A-Efficient-Planning-by-Imitation-Learning-and-Pulver-Eiras/73ade485a2447f6c6ed97d389424ca077195b74c'],"['https://www.semanticscholar.org/author/S.-Ramamoorthy/144826759', 'https://www.semanticscholar.org/author/M.-Hawasly/2762811', 'https://www.semanticscholar.org/author/H.-Pulver/2007578205', 'https://www.semanticscholar.org/author/Stefano-V.-Albrecht/1961238', 'https://www.semanticscholar.org/author/F.-Eiras/14457735', 'https://www.semanticscholar.org/author/L.-Carozza/1684303']"
XLVIN: eXecuted Latent Value Iteration Nets,,"[""https://www.semanticscholar.org/paper/XLVIN%3A-eXecuted-Latent-Value-Iteration-Nets-Deac-Velivckovi'c/3c521453773813e2c9424999d60b395d0d90ec08""]","['https://www.semanticscholar.org/author/Andreea-Deac/48860334', 'https://www.semanticscholar.org/author/Pierre-Luc-Bacon/145180695', ""https://www.semanticscholar.org/author/Ognjen-Milinkovi'c/2003637930"", ""https://www.semanticscholar.org/author/Petar-Velivckovi'c/1742197495"", 'https://www.semanticscholar.org/author/Mladen-Nikolic/145888108', 'https://www.semanticscholar.org/author/Jian-Tang/152226504']"
TOWARDS NATURAL ROBUSTNESS AGAINST ADVERSARIAL EXAMPLES,,['https://www.semanticscholar.org/paper/Towards-Natural-Robustness-Against-Adversarial-Chu-Wei/25c811a5d734abf5f84c289ffd9587a788e1f49d'],"['https://www.semanticscholar.org/author/Shikui-Wei/46730712', 'https://www.semanticscholar.org/author/Yao-Zhao/1517826311', 'https://www.semanticscholar.org/author/Haoyu-Chu/118549640']"
Towards Understanding Label Smoothing,,['https://www.semanticscholar.org/paper/Towards-Understanding-Label-Smoothing-Xu-Xu/812cd8da5827322cfbcb00ac1880bf4cdbf6798e'],"['https://www.semanticscholar.org/author/Rong-Jin/2060979626', 'https://www.semanticscholar.org/author/Yi-Xu/2110289529', 'https://www.semanticscholar.org/author/H.-Li/2733405', 'https://www.semanticscholar.org/author/Yuanhong-Xu/2110355824', 'https://www.semanticscholar.org/author/Qi-Qian/145303057']"
Task-similarity Aware Meta-learning through Nonparametric Kernel Regression,,['https://www.semanticscholar.org/paper/Task-similarity-Aware-Meta-learning-through-Kernel-Venkitaraman-Wahlberg/3d8586e3e53883224770fd984ec10e9f94c1e40e'],"['https://www.semanticscholar.org/author/B.-Wahlberg/1738269', 'https://www.semanticscholar.org/author/Arun-Venkitaraman/29723583']"
Continual Invariant Risk Minimization,,['https://www.semanticscholar.org/paper/Continual-Reinforcement-Learning-with-Replay-Kaplanis-Clopath/244b87a37da4a763baa703db462eb74e51f560d2'],"['https://www.semanticscholar.org/author/C.-Clopath/2388737', 'https://www.semanticscholar.org/author/Christos-Kaplanis/11596459', 'https://www.semanticscholar.org/author/M.-Shanahan/1757629']"
Rotograd: Dynamic Gradient Homogenization for Multitask Learning,,['https://www.semanticscholar.org/paper/ROTOGRAD%3A-DYNAMIC-GRADIENT-HOMOGENIZATION/3b073f8afea2a249b8729d844a4f84f344a0dfdb'],[]
Design-Bench: Benchmarks for Data-Driven Offline Model-Based Optimization,,['https://www.semanticscholar.org/paper/DeepThermal%3A-Combustion-Optimization-for-Thermal-Zhan-Xu/987e10e1de0449f3a2b5d89a386a5fce795ceafc'],"['https://www.semanticscholar.org/author/Yu-Zheng/2023678282', 'https://www.semanticscholar.org/author/Haoran-Xu/49507262', 'https://www.semanticscholar.org/author/Xianyuan-Zhan/3415564']"
Adaptive Gradient Methods Converge Faster with Over-Parameterization (and you can do a line-search),,['https://www.semanticscholar.org/paper/Adaptive-Gradient-Methods-Converge-Faster-with-(and-Vaswani-Kunstner/afdae523d420278670c30f45c015cc5860a0de22'],"['https://www.semanticscholar.org/author/Frederik-Kunstner/51894707', 'https://www.semanticscholar.org/author/Mark-W.-Schmidt/145610994', 'https://www.semanticscholar.org/author/S.-Meng/118126099', 'https://www.semanticscholar.org/author/Sharan-Vaswani/1711940', 'https://www.semanticscholar.org/author/Issam-H.-Laradji/3266173', 'https://www.semanticscholar.org/author/S.-Lacoste-Julien/1388317459']"
Self-Supervised Time Series Representation Learning by Inter-Intra Relational Reasoning,,['https://www.semanticscholar.org/paper/Self-Supervised-Time-Series-Representation-Learning-Fan-Zhang/1277a716c9a6d2e53983dd056a98e8b83f4b435c'],"['https://www.semanticscholar.org/author/Yue-Gao/35350470', 'https://www.semanticscholar.org/author/Haoyi-Fan/87646177', 'https://www.semanticscholar.org/author/F.-Zhang/48702382']"
CaLFADS: latent factor analysis of dynamical systems in calcium imaging data,,['https://www.semanticscholar.org/paper/CALFADS%3A-LATENT-FACTOR-ANALYSIS-OF-DYNAMI-CAL-IN/ce6d94495c213e5727bdf5e06f7da109b9c17aa8'],[]
Adaptive Stacked Graph Filter,,['https://www.semanticscholar.org/paper/Stacked-Graph-Filter-Hoang-Maehara/30cfeb26893b0bd7e6188969167a22212df1885f'],"['https://www.semanticscholar.org/author/NT-Hoang/114411634', 'https://www.semanticscholar.org/author/Takanori-Maehara/2222390', 'https://www.semanticscholar.org/author/T.-Murata/1702484']"
Latent Space Semi-Supervised Time Series Data Clustering,,['https://www.semanticscholar.org/paper/A-Fast-Semi-Supervised-Clustering-Framework-for-He-Pan/fd449cc0def3d81b2cd7d1a827d1be85d82aceb9'],"['https://www.semanticscholar.org/author/Guoliang-He/7200135', 'https://www.semanticscholar.org/author/Yanzhou-Pan/2115227762', 'https://www.semanticscholar.org/author/Rong-Peng/2052904158', 'https://www.semanticscholar.org/author/Neal-N.-Xiong/2104287817', 'https://www.semanticscholar.org/author/Jinrong-He/8516282', 'https://www.semanticscholar.org/author/Xuewen-Xia/1826440']"
Cut-and-Paste Neural Rendering,,['https://www.semanticscholar.org/paper/Cut-and-Paste-Neural-Rendering-Bhattad-Forsyth/238be4ae6fa0f8f1c28a5c2630f69ccc7dec9da7'],"['https://www.semanticscholar.org/author/D.-Forsyth/144016256', 'https://www.semanticscholar.org/author/Anand-Bhattad/35986726']"
Uncertainty Prediction for Deep Sequential Regression Using Meta Models,,['https://www.semanticscholar.org/paper/Uncertainty-Prediction-for-Deep-Sequential-Using-Navr%C3%A1til-Arnold/9f96fc7a61be9e482bf91d1f42fe4621fde2e5d8'],"['https://www.semanticscholar.org/author/Benjamin-Elder/2064346839', 'https://www.semanticscholar.org/author/Matthew-Arnold/2066028544', 'https://www.semanticscholar.org/author/Jir%C3%AD-Navr%C3%A1til/41197234']"
Accelerating DNN Training through Selective Localized Learning,,['https://www.semanticscholar.org/paper/Accelerating-Federated-Learning-for-IoT-in-Big-Data-Xu-Fang/421de7a1b9e77fa608e696c2750f70d84c54c274'],"['https://www.semanticscholar.org/author/Weiwei-Fang/1737840', 'https://www.semanticscholar.org/author/Meixia-Zou/2053853288', 'https://www.semanticscholar.org/author/Yi-Ding/2111239073', 'https://www.semanticscholar.org/author/Wenyuan-Xu/2053856193', 'https://www.semanticscholar.org/author/N.-Xiong/145826495']"
Adaptive Multi-model Fusion Learning for Sparse-Reward Reinforcement Learning,,['https://www.semanticscholar.org/paper/Target-Detection-Algorithm-of-Optimized-Neural-Cao-Lin/5989028aff3291bd271d3ad8e68f298b2965df1a'],"['https://www.semanticscholar.org/author/Shidong-Lin/2108834660', 'https://www.semanticscholar.org/author/L.-Cao/144862500']"
Learning Deeply Shared Filter Bases for Efficient ConvNets,,['https://www.semanticscholar.org/paper/Learning-Shared-Filter-Bases-for-Efficient-ConvNets-Kim-Kang/9e5b3e52a6036de5e34d18181275d093ded7c8b3'],"['https://www.semanticscholar.org/author/Woochul-Kang/145142845', 'https://www.semanticscholar.org/author/Daeyeon-Kim/48693595']"
ReaPER: Improving Sample Efficiency in Model-Based Latent Imagination,,['https://www.semanticscholar.org/paper/Improving-Robot-Dual-System-Motor-Learning-with-and-Hafez-Weber/3472faea30b19801b22001db7fe6e8095dd718ec'],"['https://www.semanticscholar.org/author/C.-Weber/1798067', 'https://www.semanticscholar.org/author/S.-Wermter/1736513', 'https://www.semanticscholar.org/author/Matthias-Kerzel/2991958', 'https://www.semanticscholar.org/author/Muhammad-Burhan-Hafez/32606259']"
Transferable Unsupervised Robust Representation Learning,,['https://www.semanticscholar.org/paper/Learning-Transferable-and-Discriminative-Features-Keijser/eeed9f3f66cabe079c0fe80bc5ef880185cda061'],['https://www.semanticscholar.org/author/J.-Keijser/32297112']
Evaluating Agents Without Rewards,,['https://www.semanticscholar.org/paper/Evaluating-Agents-without-Rewards-Ba-Hafner/63731272b4b2b9edbdb09c1c626dc8c520856909'],"['https://www.semanticscholar.org/author/Brendon-Matusch-Jimmy-Ba/2039908203', 'https://www.semanticscholar.org/author/Danijar-Hafner/35006479']"
Learning to Reason in Large Theories without Imitation,,['https://www.semanticscholar.org/paper/Learning-to-Reason-in-Large-Theories-without-Bansal-Loos/689ccf061a30494bc907c9ccca8b869be4a74564'],"['https://www.semanticscholar.org/author/S.-Loos/34947549', 'https://www.semanticscholar.org/author/Christian-Szegedy/2574060', 'https://www.semanticscholar.org/author/Kshitij-Bansal/2437360', 'https://www.semanticscholar.org/author/Markus-N.-Rabe/1800714']"
Enabling counterfactual survival analysis with balanced representations,,['https://www.semanticscholar.org/paper/Enabling-counterfactual-survival-analysis-with-Chapfuwa-Assaad/93d5f9416ebae1844c102274c52ba78fd607e4cb'],"['https://www.semanticscholar.org/author/Shuxi-Zeng/152148365', 'https://www.semanticscholar.org/author/M.-Pencina/144529968', 'https://www.semanticscholar.org/author/Serge-Assaad/1750802862', 'https://www.semanticscholar.org/author/R.-Henao/51030446', 'https://www.semanticscholar.org/author/Paidamoyo-Chapfuwa/41066349', 'https://www.semanticscholar.org/author/L.-Carin/145006560']"
One Size Doesn't Fit All: Adaptive Label Smoothing,,"[""https://www.semanticscholar.org/paper/One-Size-Doesn't-Fit-All%3A-Supervised-Machine-in-Worsey-Espinosa/f72f8347f24e39da4b767cf3f3debf291ed67b41""]","['https://www.semanticscholar.org/author/D.-Thiel/50435206', 'https://www.semanticscholar.org/author/Matthew-T.-O.-Worsey/38821299', 'https://www.semanticscholar.org/author/Jonathan-B.-Shepherd/48401659', 'https://www.semanticscholar.org/author/H.-G.-Espinosa/1820135']"
 Adding Recurrence to Pretrained Transformers,,['https://www.semanticscholar.org/paper/Adding-Recurrence-to-Pretrained-Transformers-for-Yoshida-Ettinger/54bc3e055d05e44c010febc669e8dea394643efc'],"['https://www.semanticscholar.org/author/Allyson-Ettinger/37907837', 'https://www.semanticscholar.org/author/D.-Yoshida/74884989', 'https://www.semanticscholar.org/author/Kevin-Gimpel/1700980']"
Analyzing and Improving Generative Adversarial Training for Generative Modeling and Out-of-Distribution Detection,,['https://www.semanticscholar.org/paper/Analyzing-and-Improving-Generative-Adversarial-for-Yin-Li/2d6ef2b403ff816316511ed75c57b11d189e02a0'],"['https://www.semanticscholar.org/author/Xuwang-Yin/8135633', 'https://www.semanticscholar.org/author/G.-Rohde/144703687', 'https://www.semanticscholar.org/author/Shiying-Li/1491648196']"
Contrastive Learning of Medical Visual Representations from Paired Images and Text,,['https://www.semanticscholar.org/paper/Contrastive-Learning-of-Medical-Visual-from-Paired-Zhang-Jiang/6dd9f99cecd38504b667d320eb2a6267a9fee35d'],"['https://www.semanticscholar.org/author/Hang-Jiang/48579520', 'https://www.semanticscholar.org/author/Yuhao-Zhang/49889487', 'https://www.semanticscholar.org/author/C.-Langlotz/2356307', 'https://www.semanticscholar.org/author/Christopher-D.-Manning/144783904', 'https://www.semanticscholar.org/author/Y.-Miura/2965600']"
Learning Online Data Association,,['https://www.semanticscholar.org/paper/Learning-Online-Data-Association-Du-Tenenbaum/b43082e01e79efd56cdef8194a9a404058cf0680'],"['https://www.semanticscholar.org/author/L.-Kaelbling/1709512', 'https://www.semanticscholar.org/author/Yilun-Du/15394275', 'https://www.semanticscholar.org/author/Tomas-Lozano-Perez/1388700951', 'https://www.semanticscholar.org/author/J.-Tenenbaum/1763295']"
Wiring Up Vision: Minimizing Supervised Synaptic Updates Needed to Produce a Primate Ventral Stream,,['https://www.semanticscholar.org/paper/Wiring-Up-Vision%3A-Minimizing-Supervised-Synaptic-to-Geiger-Schrimpf/19d68db5346c837bb428160619356e36045b351c'],"['https://www.semanticscholar.org/author/Martin-Schrimpf/8551292', 'https://www.semanticscholar.org/author/Tiago-Marques/39035833', 'https://www.semanticscholar.org/author/Franziska-Geiger/2064917905', 'https://www.semanticscholar.org/author/J.-DiCarlo/1865831']"
"Whitening and second order optimization both destroy information about the dataset, and can make generalization impossible",,['https://www.semanticscholar.org/paper/Whitening-and-second-order-optimization-both-about-Wadia-Duckworth/faba745c32f425c1084dac555f3ad314d827e29e'],"['https://www.semanticscholar.org/author/Neha-S.-Wadia/65753724', 'https://www.semanticscholar.org/author/Ethan-Dyer/52136425', 'https://www.semanticscholar.org/author/S.-Schoenholz/2601641', 'https://www.semanticscholar.org/author/Daniel-Duckworth/40620532', 'https://www.semanticscholar.org/author/J.-Sohl-Dickstein/1407546424']"
Unsupervised Active Pre-Training for Reinforcement Learning,,['https://www.semanticscholar.org/paper/Behavior-From-the-Void%3A-Unsupervised-Active-Hao-Pieter/d1f991b77fceabc9207a6c79150ab67951aadd4b'],"['https://www.semanticscholar.org/author/Liu-Hao/2088907016', 'https://www.semanticscholar.org/author/Abbeel-Pieter/2088868692']"
Non-Attentive Tacotron: Robust and controllable neural TTS synthesis including unsupervised duration modeling,,['https://www.semanticscholar.org/paper/Non-Attentive-Tacotron%3A-Robust-and-Controllable-TTS-Shen-Jia/e98cb70e420148de2b6b52922dae631a6ee7ff74'],"['https://www.semanticscholar.org/author/Yonghui-Wu/48607963', 'https://www.semanticscholar.org/author/Ye-Jia/1691944', 'https://www.semanticscholar.org/author/Jonathan-Shen/143724108']"
Aspect-based Sentiment Classification via Reinforcement Learning,,['https://www.semanticscholar.org/paper/Human-Like-Decision-Making%3A-Document-level-Aspect-Wang-Sun/f8945320d381510ef5a313fdf53b01932c8c5fe3'],"['https://www.semanticscholar.org/author/Guodong-Zhou/143740945', 'https://www.semanticscholar.org/author/Jingjing-Wang/2109838714', 'https://www.semanticscholar.org/author/Changlong-Sun/2060934']"
Fuzzy c-Means Clustering for Persistence Diagrams,,['https://www.semanticscholar.org/paper/Fuzzy-c-Means-Clustering-for-Persistence-Diagrams-Davies-Aspinall/921f1f9e0f9cc11742de3be73fec681a2f4edf8a'],"['https://www.semanticscholar.org/author/Thomas-O.-M.-Davies/1736746891', 'https://www.semanticscholar.org/author/Long-Tran-Thanh/1389575160', 'https://www.semanticscholar.org/author/B.-Wilder/38105796', 'https://www.semanticscholar.org/author/Jack-Aspinall/1584852334']"
Response Modeling of Hyper-Parameters for Deep Convolutional Neural Networks,,['https://www.semanticscholar.org/paper/A-deep-convolutional-neural-network-for-the-early-Saranyaraj-Manikandan/4d33e30346e778aa83959976ac89a4751077c54d'],"['https://www.semanticscholar.org/author/M.-Manikandan/2014835', 'https://www.semanticscholar.org/author/D.-Saranyaraj/9363532', 'https://www.semanticscholar.org/author/S.-Maheswari/144826697']"
Coordinated Multi-Agent Exploration Using Shared Goals,,['https://www.semanticscholar.org/paper/Influence-Based-Multi-Agent-Exploration-Wang-Wang/4a1436594f619cc869e5af0964ae606f44317222'],"['https://www.semanticscholar.org/author/Jianhao-Wang/2110364952', 'https://www.semanticscholar.org/author/Tonghan-Wang/2620321', 'https://www.semanticscholar.org/author/Yi-Wu/31613801', 'https://www.semanticscholar.org/author/Chongjie-Zhang/2111387140']"
Do Deeper Convolutional Networks Perform Better?,,['https://www.semanticscholar.org/paper/Do-Deeper-Convolutional-Networks-Perform-Better-Nichani-Radhakrishnan/d868b4211542b6f962f8ba26d040b768f30afebd'],"['https://www.semanticscholar.org/author/Adityanarayanan-Radhakrishnan/12228138', 'https://www.semanticscholar.org/author/Caroline-Uhler/3338091', 'https://www.semanticscholar.org/author/Eshaan-Nichani/19209293']"
SSW-GAN: Scalable Stage-wise Training of Video GANs,,['https://www.semanticscholar.org/paper/SSW-GAN%3A-SCALABLE-STAGE-WISE-TRAINING-OF-VIDEO-GANS/b3277e06fcf35f5910acec258c166e37ea507ee3'],[]
Scheduled Restart Momentum for Accelerated Stochastic Gradient Descent,,['https://www.semanticscholar.org/paper/Scheduled-Restart-Momentum-for-Accelerated-Gradient-Wang-Nguyen/08e95d5c107cb9967b8ed10166c12b03a90313db'],"['https://www.semanticscholar.org/author/Richard-Baraniuk/144908066', 'https://www.semanticscholar.org/author/S.-Osher/1782265', 'https://www.semanticscholar.org/author/B.-Wang/70994653', 'https://www.semanticscholar.org/author/A.-Bertozzi/144722242', 'https://www.semanticscholar.org/author/Tan-Nguyen/150322732']"
Neurosymbolic Deep Generative Models for Sequence Data with Relational Constraints,,['https://www.semanticscholar.org/paper/Neurosymbolic-Deep-Generative-Models-for-Sequence/688c5b506f2d33b3013197516b99f1546a676d29'],[]
Certified robustness against physically-realizable patch attack via randomized cropping,,['https://www.semanticscholar.org/paper/Towards-Adversarial-Patch-Analysis-and-Certified-Wu-Zou/2c77298a7351c3731042fac18054e8b08783c018'],"['https://www.semanticscholar.org/author/Qiming-Wu/2108707655', 'https://www.semanticscholar.org/author/Ang-Li/145476833', 'https://www.semanticscholar.org/author/Xiaoqing-Ye/1845887158', 'https://www.semanticscholar.org/author/Pan-Zhou/145232778', 'https://www.semanticscholar.org/author/Zhikang-Zou/13380914']"
Benchmarking Bias Mitigation Algorithms in Representation Learning through Fairness Metrics,,['https://www.semanticscholar.org/paper/Fairness-Preserving-Empirical-Risk-Minimization-Yang/b1beaa90c8a99b975d5d882fca0ef8afc89212d4'],['https://www.semanticscholar.org/author/Guanqun-Yang/153023676']
Assisting the Adversary to Improve GAN Training,,['https://www.semanticscholar.org/paper/Assisting-the-Adversary-to-Improve-GAN-Training-Munk-Harvey/22f429c4d2ac74ed0a76f5c6cf921149a191e440'],"['https://www.semanticscholar.org/author/Frank-D.-Wood/2347189', 'https://www.semanticscholar.org/author/William-Harvey/152538833', 'https://www.semanticscholar.org/author/Andreas-Munk/38269418']"
Cortico-cerebellar networks as decoupled neural interfaces,,['https://www.semanticscholar.org/paper/Decoupled-Neural-Interfaces-using-Synthetic-Jaderberg-Czarnecki/27760cc69be4ce445962ccb270a02d1944a9d4c9'],"['https://www.semanticscholar.org/author/K.-Kavukcuoglu/2645384', 'https://www.semanticscholar.org/author/Wojciech-Czarnecki/144792148', 'https://www.semanticscholar.org/author/Max-Jaderberg/3093886']"
Score-based Causal Discovery from Heterogeneous Data,,['https://www.semanticscholar.org/paper/Causal-Discovery-from-Heterogeneous%2FNonstationary-Huang-Zhang/cdc04b748e440f43547c0516f77480ffb8bf5cda'],"['https://www.semanticscholar.org/author/B.-Sch%C3%B6lkopf/1707625', 'https://www.semanticscholar.org/author/Biwei-Huang/1938684', 'https://www.semanticscholar.org/author/K.-Zhang/143972712']"
Efficiently Troubleshooting Image Segmentation Models with Human-In-The-Loop,,['https://www.semanticscholar.org/paper/An-investigation-of-a-human-in-the-loop-approach-to-Razeghi/00534475fdcb9d0a4dd08ca45f32110e9881cd37'],['https://www.semanticscholar.org/author/O.-Razeghi/3062864']
Energy-based View of Retrosynthesis,,['https://www.semanticscholar.org/paper/Energy-based-View-of-Retrosynthesis-Sun-Dai/916c66f15ffccb04e641c6842cfc9030df264075'],"['https://www.semanticscholar.org/author/Ruoxi-Sun/2015991', 'https://www.semanticscholar.org/author/H.-Dai/2791430', 'https://www.semanticscholar.org/author/Bo-Dai/144445933', 'https://www.semanticscholar.org/author/S.-Kearnes/3157072', 'https://www.semanticscholar.org/author/L.-Li/103314098']"
Benefits of Assistance over Reward Learning,,['https://www.semanticscholar.org/paper/Benefits-of-Assistance-over-Reward-Learning-Shah-Freire/6a02153b97823b08283b17f964d8d17ddf3c1ccd'],"['https://www.semanticscholar.org/author/Pedro-Freire/2056901578', 'https://www.semanticscholar.org/author/Rohin-Shah/40947489', 'https://www.semanticscholar.org/author/Lawrence-Chan/2072836382', 'https://www.semanticscholar.org/author/Michael-Dennis/95358337', 'https://www.semanticscholar.org/author/Rachel-Freedman/50632861', 'https://www.semanticscholar.org/author/Dmitrii-Krasheninnikov/52510051', 'https://www.semanticscholar.org/author/Stuart-J.-Russell/145107462', 'https://www.semanticscholar.org/author/A.-Dragan/2745001', 'https://www.semanticscholar.org/author/P.-Abbeel/1689992']"
Learning Algebraic Representation for Abstract Spatial-Temporal Reasoning,,['https://www.semanticscholar.org/paper/Learning-spatial-temporal-deformable-networks-for-Zhu-Liu/18891547f0c023496400180ff2d3eb15421bdec8'],"['https://www.semanticscholar.org/author/Congcong-Zhu/49406142', 'https://www.semanticscholar.org/author/Zongyong-Deng/90812044', 'https://www.semanticscholar.org/author/Xuehong-Sun/2116529936', 'https://www.semanticscholar.org/author/Hao-Liu/1864102460', 'https://www.semanticscholar.org/author/Hongyu-Zhu/153056810']"
A law of robustness for two-layers neural networks,,['https://www.semanticscholar.org/paper/A-law-of-robustness-for-two-layers-neural-networks-Bubeck-Li/8d8923a2593934610b90d75cdaba8d0f9b5f7f60'],"[""https://www.semanticscholar.org/author/S'ebastien-Bubeck/121645690"", 'https://www.semanticscholar.org/author/Dheeraj-M.-Nagaraj/35803003', 'https://www.semanticscholar.org/author/Yuanzhi-Li/2110486765']"
Model-Targeted Poisoning Attacks with Provable Convergence,,['https://www.semanticscholar.org/paper/Model-Targeted-Poisoning-Attacks%3A-Provable-and-Suya-Mahloujifar/c306755ca158c79dbe8c4836884568c2c7a1bb5c'],"['https://www.semanticscholar.org/author/Y.-Tian/152142657', 'https://www.semanticscholar.org/author/Saeed-Mahloujifar/28122602', 'https://www.semanticscholar.org/author/Fnu-Suya/32647882', 'https://www.semanticscholar.org/author/David-E.-Evans/2116658506']"
Information Condensing Active Learning,,['https://www.semanticscholar.org/paper/Information-Condensing-Active-Learning-Jain-Liu/be3dc1bc187cb7d2b6317bbe577ca388ad6cf3ca'],"['https://www.semanticscholar.org/author/Siddhartha-Jain/1971171', 'https://www.semanticscholar.org/author/Ge-Liu/48574046', 'https://www.semanticscholar.org/author/D.-Gifford/145253803']"
Convergent Adaptive Gradient Methods in Decentralized Optimization,,['https://www.semanticscholar.org/paper/Effective-Federated-Adaptive-Gradient-Methods-with-Tong-Liang/9a0102998bbacdd6e1d55c9304e7e87dfecea0fd'],"['https://www.semanticscholar.org/author/Qianqian-Tong/2069943940', 'https://www.semanticscholar.org/author/Guannan-Liang/46400517', 'https://www.semanticscholar.org/author/Jinbo-Bi/38370684']"
Decoy-enhanced Saliency Maps,,['https://www.semanticscholar.org/paper/Robust-Decoy-enhanced-Saliency-Maps.-Lu-Guo/818c168aa5e9d6524fb47437bdea68ea6731d3e0'],"['https://www.semanticscholar.org/author/William-Stafford-Noble/144458655', 'https://www.semanticscholar.org/author/Wenbo-Guo/153301490', 'https://www.semanticscholar.org/author/Xinyu-Xing/143989287', 'https://www.semanticscholar.org/author/Y.-Lu/152999636']"
Deep Continuous Networks,,['https://www.semanticscholar.org/paper/Synaptic-Plasticity-Dynamics-for-Deep-Continuous-Kaiser-Mostafa/2ed7baf3dc26de1f934c938e2a806c28eea445a7'],"['https://www.semanticscholar.org/author/E.-Neftci/1734355', 'https://www.semanticscholar.org/author/Jacques-Kaiser/40647726', 'https://www.semanticscholar.org/author/Hesham-Mostafa/34516897']"
Uniform-Precision Neural Network Quantization via Neural Channel Expansion,,['https://www.semanticscholar.org/paper/UNIFORM-PRECISION-NEURAL-NETWORK-QUANTIZA/e1a589b6c618d92e34753db86ee77643f4c1a8ea'],[]
Globally Injective ReLU networks,,['https://www.semanticscholar.org/paper/Globally-Injective-ReLU-Networks-Puthawala-Kothari/1f72225f4d17c71c81aa129476ee8ba1bbfe7ffc'],"['https://www.semanticscholar.org/author/M.-D.-Hoop/2507767', 'https://www.semanticscholar.org/author/K.-Kothari/46172338', 'https://www.semanticscholar.org/author/Michael-Puthawala/103305557', ""https://www.semanticscholar.org/author/Ivan-Dokmani'c/2064690632"", 'https://www.semanticscholar.org/author/M.-Lassas/1728488']"
Learning to Plan Optimistically: Uncertainty-Guided Deep Exploration via Latent Model Ensembles,,['https://www.semanticscholar.org/paper/Learning-to-Plan-Optimistically%3A-Uncertainty-Guided-Seyde-Schwarting/171109919bdc534bb61cb4ee2540e91a4d2f2417'],"['https://www.semanticscholar.org/author/Tim-Seyde/51295521', 'https://www.semanticscholar.org/author/Wilko-Schwarting/8158505', 'https://www.semanticscholar.org/author/D.-Rus/145944286', 'https://www.semanticscholar.org/author/S.-Karaman/143612763']"
Understanding Mental Representations Of Objects Through Verbs Applied To Them,,"[""https://www.semanticscholar.org/paper/The-computer-as-a-constructorium%3A-Tools-for-one's-Dillenbourg/2c0b3b5ad67f6555c50c2bdda1566ac40b7d2ef6""]",['https://www.semanticscholar.org/author/P.-Dillenbourg/1799133']
GL-Disen: Global-Local disentanglement for unsupervised learning of graph-level representations,,['https://www.semanticscholar.org/paper/GL-DISEN%3A-GLOBAL-LOCAL-DISENTANGLEMENT-FOR-LEARNING/16e0a176b1646addcbc090d9a692ade872c87fb6'],[]
Efficient Differentiable Neural Architecture Search with Model Parallelism,,['https://www.semanticscholar.org/paper/Efficient-Differentiable-Neural-Architecture-Search-Chen-Chen/625d3054cc4bcc7067fff34de10ba5f644036704'],"['https://www.semanticscholar.org/author/Shoufa-Chen/2107977968', 'https://www.semanticscholar.org/author/Jiashi-Feng/33221685', 'https://www.semanticscholar.org/author/Shuicheng-Yan/143653681', 'https://www.semanticscholar.org/author/Y.-Chen/1713312']"
