title,link,info
CEB Improves Model Robustness,['https://www.semanticscholar.org/paper/CEB-Improves-Model-Robustness-Fischer-Alemi/27071f68e1bf7d564cdb0baef11f8a4f9320efcb'],"[{'Citations': 11, 'Highly Influential Citations': '3', 'Background Citations': '3', 'Methods Citations': '3'}]"
Mildly Overparametrized Neural Nets can Memorize Training Data Efficiently,['https://www.semanticscholar.org/paper/Mildly-Overparametrized-Neural-Nets-can-Memorize-Ge-Wang/3e38829296971713203f7a0e635adfde898889d4'],"[{'Citations': 12, 'Background Citations': '6', 'Results Citations': '1'}]"
Data-Driven Approach to Encoding and Decoding 3-D Crystal Structures,['https://www.semanticscholar.org/paper/Data-Driven-Approach-to-Encoding-and-Decoding-3-D-Hoffmann-Maestrati/5175a6e1199f0133555c4fe9c7e7b206e24bb87c'],"[{'Citations': 20, 'Background Citations': '7', 'Methods Citations': '3'}]"
A novel Bayesian estimation-based word embedding model for sentiment analysis,['https://www.semanticscholar.org/paper/A-novel-Bayesian-estimation-based-word-embedding-Tang-Xue/da89bf08a9a1f55204ed02d5fe0cf2c30c126ccb'],[{'Citations': 0}]
Improving Gradient Estimation in Evolutionary Strategies With Past Descent Directions,['https://www.semanticscholar.org/paper/Improving-Gradient-Estimation-in-Evolutionary-With-Meier-Mujika/a7267b9cecd5df14782ca5e92f43f4fc1de976a3'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '3', 'Results Citations': '1'}]"
Few-Shot Few-Shot Learning and the role of Spatial Attention,['https://www.semanticscholar.org/paper/Few-Shot-Few-Shot-Learning-and-the-role-of-Spatial-Lifchitz-Avrithis/7415be1325a8c0efd2d0660a876303f85bdd84c8'],"[{'Citations': 2, 'Background Citations': '2'}]"
Clustered Reinforcement Learning,['https://www.semanticscholar.org/paper/Clustered-Reinforcement-Learning-Ma-Zhao/5782b218017316542ec695cab39c0eca709e5733'],[{'Citations': 0}]
Auto Completion of User Interface Layout Design Using Transformer-Based Tree Decoders,['https://www.semanticscholar.org/paper/Auto-Completion-of-User-Interface-Layout-Design-Li-Amelot/ebb4c9ad10bfcddfd0afa06c1fc8573264a82189'],[{'Citations': 1}]
Deep Graph Translation,['https://www.semanticscholar.org/paper/Deep-Graph-Translation-Guo-Wu/8c59cb604a8522aa10e68de8c48d02201a951b73'],"[{'Citations': 22, 'Highly Influential Citations': '2', 'Background Citations': '9', 'Methods Citations': '9'}]"
GAN-based Gaussian Mixture Model Responsibility Learning,['https://www.semanticscholar.org/paper/GAN-based-Gaussian-Mixture-Model-Responsibility-Huang-Jiang/6af25fbafddac22e6aa3c0b933fa8c372c7e4cfb'],[{'Citations': 0}]
CROSS-DOMAIN CASCADED DEEP TRANSLATION,['https://www.semanticscholar.org/paper/Cross-Domain-Cascaded-Deep-Translation-Katzir-Lischinski/26647468012b6d727a9bbfa204a630a1b28cf279'],"[{'Citations': 4, 'Background Citations': '1'}]"
Mean-field Behaviour of Neural Tangent Kernel for Deep Neural Networks,['https://www.semanticscholar.org/paper/Mean-field-Behaviour-of-Neural-Tangent-Kernel-for-Hayou-Doucet/4452a05641db8c55912db51405146a16369f2c3b'],"[{'Citations': 21, 'Highly Influential Citations': '2', 'Background Citations': '12', 'Methods Citations': '4', 'Results Citations': '1'}]"
Programmable Neural Network Trojan for Pre-trained Feature Extractor,['https://www.semanticscholar.org/paper/Programmable-Neural-Network-Trojan-for-Pre-Trained-Ji-Liu/49f662a64e1c9d3a7636803fb5327676d8bb7523'],"[{'Citations': 7, 'Highly Influential Citations': '1', 'Background Citations': '5', 'Methods Citations': '4'}]"
Convolutional Bipartite Attractor Networks,['https://www.semanticscholar.org/paper/Convolutional-Bipartite-Attractor-Networks-Iuzzolino-Singer/c302d5747856eba29a159dc22d782e64ee8d63d2'],"[{'Citations': 6, 'Background Citations': '4', 'Results Citations': '1'}]"
Temporal-difference learning for nonlinear value function approximation in the lazy training regime,['https://www.semanticscholar.org/paper/Temporal-difference-learning-for-nonlinear-value-in-Agazzi-Lu/5603da0cef671a583aca0bc76eb93c18595a2291'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '7', 'Methods Citations': '1', 'Results Citations': '2'}]"
Off-policy Multi-step Q-learning,['https://www.semanticscholar.org/paper/Off-policy-Multi-step-Q-learning-Kalweit-Huegle/cf1a7deb963416202c3ef417ad7ed7586fd0e4e8'],"[{'Citations': 4, 'Background Citations': '2', 'Methods Citations': '2'}]"
Towards Interpretable Molecular Graph Representation Learning,['https://www.semanticscholar.org/paper/Towards-Interpretable-Molecular-Graph-Learning-Noutahi-Beani/d653f195ff7495b5d5571b847dd893856062584e'],[{'Citations': 0}]
Ecological Reinforcement Learning,['https://www.semanticscholar.org/paper/Ecological-Reinforcement-Learning-Co-Reyes-Sanjeev/96fa6a040cad64170765016694d797e14212564f'],"[{'Citations': 5, 'Background Citations': '2'}]"
Learning Semantically Meaningful Representations Through Embodiment,['https://www.semanticscholar.org/paper/Learning-Semantically-Meaningful-Representations-Clay-K%C3%B6nig/8a4f27ad663908e80a305a2bae15945878a49825'],[{'Citations': 0}]
Graph Warp Module: an Auxiliary Module for Boosting the Power of Graph Neural Networks in Molecular Graph Analysis,['https://www.semanticscholar.org/paper/Graph-Warp-Module%3A-an-Auxiliary-Module-for-Boosting-Ishiguro-Maeda/44ee7dbae6ad53cb13e49e7e641b54089ca5788d'],"[{'Citations': 19, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '2'}]"
Learning Curves for Deep Neural Networks: A field theory perspective,['https://www.semanticscholar.org/paper/Learning-Curves-for-Deep-Neural-Networks%3A-A-field-Cohen-Malka/79017633e17aabf8ae50a18b6d22927ba88b2fde'],[{'Citations': 0}]
Regional based query in graph active learning,['https://www.semanticscholar.org/paper/Regional-based-query-in-graph-active-learning-Abel-Louzoun/b238463fb0dfb2ace89884a7b2ef9a349493168b'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '3'}]"
Analysis and Interpretation of Deep CNN Representations as Perceptual Quality Features,['https://www.semanticscholar.org/paper/Analysis-and-Interpretation-of-Deep-CNN-as-Quality-Tariq-Kim/c8a1d1c6d5f7a1189c997c89d1c36ef651e9b811'],[{'Citations': 0}]
Dynamical System Embedding for Efficient Intrinsically Motivated Artificial Agents,['https://www.semanticscholar.org/paper/Dynamical-System-Embedding-for-Efficient-Motivated-Zhao-Tiomkin/b04f70526918f41a5eaaeb8188495494efd0e8d9'],[{'Citations': 0}]
Siamese Attention Networks,['https://www.semanticscholar.org/paper/Deformable-Siamese-Attention-Networks-for-Visual-Yu-Xiong/5eca15a355b2a9a1e80879e850afe49d3c398c53'],"[{'Citations': 29, 'Highly Influential Citations': '6', 'Background Citations': '13', 'Methods Citations': '11', 'Results Citations': '1'}]"
Network Pruning for Low-Rank Binary Index,['https://www.semanticscholar.org/paper/Network-Pruning-for-Low-Rank-Binary-Indexing-Lee-Kwon/289e17b933b2d0a11054cad9e089f777025b9cfe'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '3'}]"
Attention Privileged Reinforcement Learning for Domain Transfer,['https://www.semanticscholar.org/paper/Attention-Privileged-Reinforcement-Learning-For-Salter-Rao/eea259a6d2f08e1e3af5f210b5937d4654c325f4'],"[{'Citations': 2, 'Background Citations': '1'}]"
"Deep RL for Blood Glucose Control: Lessons, Challenges, and Opportunities",['https://www.semanticscholar.org/paper/Deep-RL-for-Blood-Glucose-Control%3A-Lessons%2C-and-Fox-Lee/9aeb5a46b88170413f5fc1708c50519c9760ef78'],[{'Citations': 0}]
Learning Likelihoods with Conditional Normalizing Flows ,['https://www.semanticscholar.org/paper/Learning-Likelihoods-with-Conditional-Normalizing-Winkler-Worrall/1efc6f54d8ce68fb38382bb2e33d747c4af9badf'],"[{'Citations': 37, 'Highly Influential Citations': '2', 'Background Citations': '17', 'Methods Citations': '20', 'Results Citations': '1'}]"
Detecting Out-of-Distribution Inputs to Deep Generative Models Using Typicality,['https://www.semanticscholar.org/paper/Detecting-Out-of-Distribution-Inputs-to-Deep-Models-DeepMind-Shaw/d4254d9a938d238182ae55eabd79367404d6ea2b'],"[{'Citations': 29, 'Highly Influential Citations': '8', 'Background Citations': '22', 'Methods Citations': '12', 'Results Citations': '3'}]"
Scaleable input gradient regularization for adversarial robustness,['https://www.semanticscholar.org/paper/Scaleable-input-gradient-regularization-for-Finlay-Oberman/93a62a52dfa68da6185f1aad8bea17af9d96f585'],"[{'Citations': 20, 'Highly Influential Citations': '2', 'Background Citations': '12', 'Methods Citations': '11', 'Results Citations': '1'}]"
Compositional Visual Generation with Energy Based Models,['https://www.semanticscholar.org/paper/Compositional-Visual-Generation-with-Energy-Based-Du-Li/0fc5a4f52a53f7d7809b7782a2aeb96da5ec6fd1'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1'}]"
Physics-Aware Flow Data Completion Using Neural Inpainting,['https://www.semanticscholar.org/paper/PHYSICS-AWARE-FLOW-DATA-COMPLETION-USING-NEURAL/6d6962c49fd7136897217eddb3b36e349338e88d'],[{'Citations': 0}]
Towards Modular Algorithm Induction,['https://www.semanticscholar.org/paper/Towards-Modular-Algorithm-Induction-Abolafia-Singh/c708918a1f0c87ecf993c58e0490d749eff15b87'],"[{'Citations': 2, 'Background Citations': '1'}]"
What Can Learned Intrinsic Rewards Capture?,['https://www.semanticscholar.org/paper/What-Can-Learned-Intrinsic-Rewards-Capture-Zheng-Oh/a6302f8051071b709f55570bd1dd4c4e9f9ae4b4'],"[{'Citations': 16, 'Highly Influential Citations': '2', 'Background Citations': '8', 'Methods Citations': '2', 'Results Citations': '1'}]"
QXplore: Q-Learning Exploration by Maximizing Temporal Difference Error,['https://www.semanticscholar.org/paper/QXplore%3A-Q-learning-Exploration-by-Maximizing-Error-Simmons-Edler-Eisner/8e07d0452bf09c0abb5a6df5b3315a9989fdf040'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '1'}]"
Neural Clustering Processes,['https://www.semanticscholar.org/paper/Neural-Clustering-Processes-Pakman-Wang/40a9e40c5471d6e9c158e7e14a6d54e59358562f'],"[{'Citations': 10, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '6'}]"
Neural Architecture Search in Embedding Space,['https://www.semanticscholar.org/paper/Neural-Architecture-Search-in-Embedding-Space-Liu/7076e45aa8ecc64340af7b788bc5df832330d367'],[{'Citations': 0}]
Multi-Task Learning via Scale Aware Feature Pyramid Networks and Effective Joint Head,['https://www.semanticscholar.org/paper/Multi-Task-Learning-via-Scale-Aware-Feature-Pyramid-Ni-Yao/4405f3fcce57d997d23f7482cc750d1f38396214'],[{'Citations': 0}]
BANANAS: Bayesian Optimization with Neural Networks for Neural Architecture Search,['https://www.semanticscholar.org/paper/BANANAS%3A-Bayesian-Optimization-with-Neural-Networks-White-Neiswanger/cc39c7e7e16350044a6c4d0e59cbcfd6ee643aa2'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1'}]"
Stabilizing Off-Policy Reinforcement Learning with Conservative Policy Gradients,['https://www.semanticscholar.org/paper/Stabilizing-Off-Policy-Reinforcement-Learning-with-Tessler-Merlis/159ac7c47b99bf9d6ff95fe4051ce41a1966dfa4'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1'}]"
Learning robust visual representations using data augmentation invariance,['https://www.semanticscholar.org/paper/Learning-robust-visual-representations-using-data-Hern%C3%A1ndez-Garc%C3%ADa-K%C3%B6nig/7da5cad58a27793a395ec741730df4303232cd48'],"[{'Citations': 6, 'Background Citations': '2', 'Methods Citations': '2'}]"
Learning to Generate Grounded Visual Captions without Localization Supervision,['https://www.semanticscholar.org/paper/Learning-to-Generate-Grounded-Visual-Captions-Ma-Kalantidis/f692df9ca116884860d580902fa642370bd1be5d'],"[{'Citations': 11, 'Highly Influential Citations': '4', 'Background Citations': '5', 'Methods Citations': '2', 'Results Citations': '2'}]"
On Empirical Comparisons of Optimizers for Deep Learning,['https://www.semanticscholar.org/paper/On-Empirical-Comparisons-of-Optimizers-for-Deep-Choi-Shallue/761804afc3344828217a898f857872fc538cf7ec'],"[{'Citations': 67, 'Highly Influential Citations': '7', 'Background Citations': '18', 'Methods Citations': '10', 'Results Citations': '1'}]"
Adversarial Robustness Against the Union of Multiple Perturbation Models,['https://www.semanticscholar.org/paper/Adversarial-Robustness-Against-the-Union-of-Models-Maini-Wong/6c894670faadc7dc24228a86925f828edbe8085a'],"[{'Citations': 39, 'Highly Influential Citations': '10', 'Background Citations': '24', 'Methods Citations': '13', 'Results Citations': '2'}]"
LightPAFF: A Two-Stage Distillation Framework for Pre-training and Fine-tuning,['https://www.semanticscholar.org/paper/LightPAFF%3A-A-Two-Stage-Distillation-Framework-for-Song-Sun/20db5ac6e88e2457c82856354a2e5d521482f360'],"[{'Citations': 2, 'Methods Citations': '1'}]"
Improving Visual Relation Detection using Depth Maps,['https://www.semanticscholar.org/paper/Improving-Visual-Relation-Detection-using-Depth-Sharifzadeh-Baharlou/b92a73c1e5ff4043fad8160f4969a8067c778420'],"[{'Citations': 6, 'Background Citations': '3', 'Methods Citations': '2'}]"
DeepAGREL: Biologically plausible deep learning via direct reinforcement,['https://www.semanticscholar.org/paper/DeepAGREL%3A-Biologically-plausible-deep-learning-via-Pozzi-Boht%C3%A9/83eed28ae743cbb6fd2840974aa98df507b15d66'],[{'Citations': 0}]
Mirror Descent View For Neural Network Quantization,['https://www.semanticscholar.org/paper/Mirror-Descent-View-for-Neural-Network-Quantization-Ajanthan-Gupta/272427c548378d28723a45a255a2d3cb1c4a0c95'],"[{'Citations': 6, 'Background Citations': '2', 'Methods Citations': '3'}]"
Topological Autoencoders,['https://www.semanticscholar.org/paper/Topological-Autoencoders-Moor-Horn/ed69978f1594a4e2b9dccfc950490fa1df817ae8'],"[{'Citations': 30, 'Highly Influential Citations': '8', 'Background Citations': '17', 'Methods Citations': '10', 'Results Citations': '3'}]"
Utilizing Edge Features in Graph Neural Networks via Variational Information Maximization,['https://www.semanticscholar.org/paper/Utilizing-Edge-Features-in-Graph-Neural-Networks-Chen-Liu/53b9adfd65ff396d6dd90b64f6f84c01828562bf'],"[{'Citations': 9, 'Highly Influential Citations': '1', 'Background Citations': '6', 'Methods Citations': '2', 'Results Citations': '1'}]"
Redundancy-Free Computation Graphs for Graph Neural Networks,['https://www.semanticscholar.org/paper/Redundancy-Free-Computation-Graphs-for-Graph-Neural-Jia-Lin/c62e0516e3ef089cd7dd6454a93df8ec3e81759a'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1'}]"
MULTI-STAGE INFLUENCE FUNCTION,['https://www.semanticscholar.org/paper/Multi-Stage-Influence-Function-Chen-Si/fa83105468e39da17a4e5d9abe7db7c5b5e1f09a'],"[{'Citations': 4, 'Background Citations': '3', 'Methods Citations': '2'}]"
Scaling Up Neural Architecture Search with Big Single-Stage Models,['https://www.semanticscholar.org/paper/BigNAS%3A-Scaling-Up-Neural-Architecture-Search-with-Yu-Jin/a8c0ac6588012d91c81b83b6cbd16c40e2e5edd2'],"[{'Citations': 67, 'Highly Influential Citations': '15', 'Background Citations': '29', 'Methods Citations': '30', 'Results Citations': '2'}]"
MIM: Mutual Information Machine,['https://www.semanticscholar.org/paper/MIM%3A-Mutual-Information-Machine-Livne-Swersky/d418f97e2508aabfc85eb203e46dc69972ea7d0f'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1', 'Results Citations': '1'}]"
Copy That! Editing Sequences by Copying Spans,['https://www.semanticscholar.org/paper/Copy-that!-Editing-Sequences-by-Copying-Spans-Panthaplackel-Allamanis/4f985c255a4a0cf76e7bc3c4bd91f16eda0ee9c3'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '1'}]"
OmniNet: A unified architecture for multi-modal multi-task learning,['https://www.semanticscholar.org/paper/OmniNet%3A-A-unified-architecture-for-multi-modal-Pramanik-Agrawal/3fc815cebbd8948dfed0592a254d5d4bf82d3fcf'],"[{'Citations': 10, 'Highly Influential Citations': '2', 'Background Citations': '5', 'Methods Citations': '1'}]"
Imagine That! Leveraging Emergent Affordances for Tool Synthesis in Reaching Tasks,['https://www.semanticscholar.org/paper/Imagine-That!-Leveraging-Emergent-Affordances-for-Wu-Kasewa/6102b1ef9365f4443e7b7d6542a5948d25233864'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '2'}]"
Learning Neural Causal Models from Unknown Interventions,['https://www.semanticscholar.org/paper/Learning-Neural-Causal-Models-from-Unknown-Ke-Bilaniuk/207033829813aadc2f2dca8f93279352d39de759'],"[{'Citations': 48, 'Highly Influential Citations': '3', 'Background Citations': '18', 'Methods Citations': '8'}]"
SLM Lab: A Comprehensive Benchmark and Modular Software Framework for Reproducible Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/SLM-Lab%3A-A-Comprehensive-Benchmark-and-Modular-for-Loon-Graesser/bd40196e68a503826c0aa12fd8f698f475c472a8'],"[{'Citations': 6, 'Background Citations': '2'}]"
Faster Neural Network Training with Data Echoing,['https://www.semanticscholar.org/paper/Faster-Neural-Network-Training-with-Data-Echoing-Choi-Passos/a72134493b29473d638c000a05be1960f85e7e96'],"[{'Citations': 14, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '2'}]"
Sparse Weight Activation Training,['https://www.semanticscholar.org/paper/Sparse-Weight-Activation-Training-Raihan-Aamodt/52184d7a541eff0b9537e75da7327dd41daba207'],"[{'Citations': 8, 'Background Citations': '4', 'Methods Citations': '1'}]"
Deep geometric matrix completion:  Are we doing it right?,['https://www.semanticscholar.org/paper/Deep-geometric-matrix-completion%3A-Are-we-doing-it-Boyarski-Vedula/9dc4314b4867d605c8783546e885b77ee779a434'],[{'Citations': 1}]
Predictive Coding for Boosting Deep Reinforcement Learning with Sparse Rewards,['https://www.semanticscholar.org/paper/Predictive-Coding-for-Boosting-Deep-Reinforcement-Lu-Tiomkin/2d7a8524371070aa34f0f75fb7d875826a37014c'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1', 'Results Citations': '1'}]"
Improved Structural Discovery and Representation Learning of Multi-Agent Data,['https://www.semanticscholar.org/paper/Improved-Structural-Discovery-and-Representation-of-Hobbs-Holbrook/e4b2a800f78342de4ce9d7b5c665ba96904e23ad'],"[{'Citations': 2, 'Background Citations': '2', 'Methods Citations': '1'}]"
Laplacian Denoising Autoencoder,['https://www.semanticscholar.org/paper/Laplacian-Denoising-Autoencoder-Jiao-Bao/2a14dd62027b399f35bd93b6f4fdc946c4f8bb67'],"[{'Citations': 1, 'Methods Citations': '1'}]"
A Boolean Task Algebra for Reinforcement Learning,['https://www.semanticscholar.org/paper/A-Boolean-Task-Algebra-for-Reinforcement-Learning-Tasse-James/32f39d580c7f200e2f6dd7c22ed460f6d9567426'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '5', 'Methods Citations': '2'}]"
"On Iterative Neural Network Pruning, Reinitialization, and the Similarity of Masks",['https://www.semanticscholar.org/paper/On-Iterative-Neural-Network-Pruning%2C-and-the-of-Paganini-Forde/96eb0d39f927762fc2330d1f2eca2890f32d3006'],"[{'Citations': 3, 'Background Citations': '1'}]"
How noise affects the Hessian spectrum in overparameterized neural networks,['https://www.semanticscholar.org/paper/How-noise-affects-the-Hessian-spectrum-in-neural-Wei-Schwab/b9b5faf68035951e6da5ea367a1834d13221e1b5'],"[{'Citations': 10, 'Background Citations': '6', 'Methods Citations': '1'}]"
Symmetric-APL Activations: Training Insights and Robustness to Adversarial Attacks,['https://www.semanticscholar.org/paper/Symmetric-APL-Activations%3A-Training-Insights-and-to-Tavakoli-Agostinelli/214fff38df1724bbd3a8a47972a3c0a07df802b9'],[{'Citations': 0}]
Learning Deep-Latent Hierarchies by Stacking Wasserstein Autoencoders,['https://www.semanticscholar.org/paper/Learning-Deep-Latent-Hierarchies-by-Stacking-Gaujac-Feige/7935454dff34946fa14b1f59d8ddbaba21372058'],[{'Citations': 0}]
Feature Selection using Stochastic Gates,['https://www.semanticscholar.org/paper/Feature-Selection-using-Stochastic-Gates-Yamada-Lindenbaum/af71c70fcb50a34d00f3aa858066e1727699773a'],"[{'Citations': 21, 'Highly Influential Citations': '1', 'Background Citations': '5', 'Methods Citations': '13'}]"
"Unifying Question Answering, Text Classification, and Regression via Span Extraction",['https://www.semanticscholar.org/paper/Unifying-Question-Answering%2C-Text-Classification%2C-Keskar-McCann/36bc673153aa08c228db9fe5193b546e8d79cd36'],"[{'Citations': 13, 'Highly Influential Citations': '2', 'Background Citations': '9', 'Methods Citations': '4', 'Results Citations': '1'}]"
Reinforcement Learning with Probabilistically Complete Exploration,['https://www.semanticscholar.org/paper/Reinforcement-Learning-with-Probabilistically-Morere-Francis/2f9d13cbb9bc01b3261f8ff6afbace923eefa341'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1', 'Results Citations': '1'}]"
Global Momentum Compression for Sparse Communication in Distributed SGD,['https://www.semanticscholar.org/paper/Global-Momentum-Compression-for-Sparse-in-SGD-Zhao-Xie/f7e9b7b7f1e84042c896a497b596c20e925eea62'],"[{'Citations': 2, 'Methods Citations': '1'}]"
Analyzing Privacy Loss in Updates of Natural Language Models,['https://www.semanticscholar.org/paper/Analyzing-Privacy-Loss-in-Updates-of-Natural-Models-Tople-Brockschmidt/5da0ecb3eba4bfd2238b2af9f294285d94da8a32'],[{'Citations': 2}]
Layer Flexible Adaptive Computation Time for Recurrent Neural Networks,['https://www.semanticscholar.org/paper/Layer-Flexible-Adaptive-Computational-Time-for-Zhang-Klabjan/83a31c96d39ddf66867e530e76a09450720bd89e'],"[{'Citations': 1, 'Background Citations': '1'}]"
Gumbel-Matrix Routing for Flexible Multi-task Learning,['https://www.semanticscholar.org/paper/Gumbel-Matrix-Routing-for-Flexible-Multi-task-Maziarz-Kokiopoulou/86027b08a9f42f0f21607486bbfd3eb620d3785e'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '2'}]"
"OPTIMAL TRANSPORT, CYCLEGAN, AND PENALIZED LS FOR UNSUPERVISED LEARNING IN INVERSE PROBLEMS",['https://www.semanticscholar.org/paper/Optimal-Transport%2C-CycleGAN%2C-and-Penalized-LS-for-Sim-Oh/441dd90598cce4ea402778c40ccde65dba31b57e'],"[{'Citations': 18, 'Highly Influential Citations': '1', 'Background Citations': '12', 'Methods Citations': '11', 'Results Citations': '4'}]"
Stabilizing DARTS with Amended Gradient Estimation on Architectural Parameters,['https://www.semanticscholar.org/paper/Stabilizing-DARTS-with-Amended-Gradient-Estimation-Bi-Hu/678467b29b4b947143d960af03b73f32979dc817'],"[{'Citations': 18, 'Highly Influential Citations': '1', 'Background Citations': '8', 'Methods Citations': '2'}]"
"Why ADAM Beats SGD for Attention Models	",['https://www.semanticscholar.org/paper/Why-ADAM-Beats-SGD-for-Attention-Models-Zhang-Karimireddy/b16ff8329e6b10914fd7908f22bda355130e9ba8'],"[{'Citations': 42, 'Highly Influential Citations': '6', 'Background Citations': '17', 'Methods Citations': '11', 'Results Citations': '3'}]"
Multi-Sample Dropout for Accelerated Training and Better Generalization,['https://www.semanticscholar.org/paper/Multi-Sample-Dropout-for-Accelerated-Training-and-Inoue/4f9554a93dbbac467fb7da3ca61270d0c427f868'],"[{'Citations': 23, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '9'}]"
Prototype Recalls for Continual Learning,['https://www.semanticscholar.org/paper/Prototype-Recalls-for-Continual-Learning-Zhang-Wang/cb68e564cb1fc785f391d73f4a772107afd76536'],[{'Citations': 0}]
Learning Surrogate Losses,['https://www.semanticscholar.org/paper/Learning-Surrogate-Losses-Grabocka-Scholz/2b92bdb31369cea84a294b4e16636f6975b13a1a'],"[{'Citations': 15, 'Background Citations': '10', 'Methods Citations': '3'}]"
Recurrent Independent Mechanisms,['https://www.semanticscholar.org/paper/Recurrent-Independent-Mechanisms-Goyal-Lamb/67a9dde04f367efc903b6d06097df9bdd9887ae7'],"[{'Citations': 85, 'Highly Influential Citations': '6', 'Background Citations': '40', 'Methods Citations': '10'}]"
Anomaly Detection Based on Unsupervised Disentangled Representation Learning in Combination with Manifold Learning,['https://www.semanticscholar.org/paper/Anomaly-Detection-Based-on-Unsupervised-Learning-in-Li-Kiringa/f879339ac0aada00bff1d2401120efa180a2f626'],[{'Citations': 1}]
Stochastic Mirror Descent on Overparameterized Nonlinear Models,['https://www.semanticscholar.org/paper/Stochastic-Mirror-Descent-on-Overparameterized-Azizan-Lale/a5eb6e1a6986d262aa1e472feae1d1135f3538c0'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1', 'Results Citations': '1'}]"
On the implicit minimization of alternative loss functions when training deep networks,['https://www.semanticscholar.org/paper/On-the-implicit-minimization-of-alternative-loss-Paquin-Chaib-draa/1d02f17783f36eb4b4102c369d98c9adf0d079c5'],[{'Citations': 0}]
UWGAN: UNDERWATER GAN FOR REAL-WORLD UNDERWATER COLOR RESTORATION AND DEHAZING,['https://www.semanticscholar.org/paper/UWGAN%3A-Underwater-GAN-for-Real-world-Underwater-and-Wang-Zhou/ad8fbe003c65c15429ffa1a81fbd311f9bbae777'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '2'}]"
Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,['https://www.semanticscholar.org/paper/Minimally-distorted-Adversarial-Examples-with-a-Croce-Hein/91a05cb84f1c7dbb0354da2ff11ae92549152435'],"[{'Citations': 75, 'Highly Influential Citations': '21', 'Background Citations': '34', 'Methods Citations': '35', 'Results Citations': '4'}]"
"Lift-the-flap: what, where and when for context reasoning",['https://www.semanticscholar.org/paper/Lift-the-flap%3A-what%2C-where-and-when-for-context-Zhang-Tseng/e209e3b5f2ea50191ca269de7b9663c590893fc0'],[{'Citations': 0}]
The Dynamics of Signal Propagation in Gated Recurrent Neural Networks,['https://www.semanticscholar.org/paper/The-Dynamics-of-Signal-Propagation-in-Gated-Neural-Gilboa-Chang/9c4f55fe7fafe4eec53ab09d8dce66fdcc231979'],[{'Citations': 0}]
WaveFlow: A Compact Flow-based Model for Raw Audio,['https://www.semanticscholar.org/paper/WaveFlow%3A-A-Compact-Flow-based-Model-for-Raw-Audio-Ping-Peng/39b11c504dd62f8c57f492f54d5b2e219f955d12'],"[{'Citations': 31, 'Highly Influential Citations': '4', 'Background Citations': '16', 'Methods Citations': '11', 'Results Citations': '2'}]"
Identifying Weights and Architectures of Unknown ReLU Networks,['https://www.semanticscholar.org/paper/Identifying-Weights-and-Architectures-of-Unknown-Rolnick-K%C3%B6rding/0300bfbf0ce7ed569b40b052e8b12c403ef601a6'],"[{'Citations': 11, 'Highly Influential Citations': '1', 'Background Citations': '7', 'Methods Citations': '1'}]"
On PAC-Bayes Bounds for Deep Neural Networks using the Loss Curvature,['https://www.semanticscholar.org/paper/Better-PAC-Bayes-Bounds-for-Deep-Neural-Networks-Pitas/4c3400566cd002b166e494d50bcc5f9ecd3eb7f6'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '2'}]"
RoBERTa: A Robustly Optimized BERT Pretraining Approach,['https://www.semanticscholar.org/paper/RoBERTa%3A-A-Robustly-Optimized-BERT-Pretraining-Liu-Ott/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de'],"[{'Citations': 4100, 'Highly Influential Citations,': '1283', 'Background Citations,': '1717', 'Methods Citations,': '2469', 'Results Citations': '144'}]"
