year,institution,csranking,ranking
2020,College of William and Mary,194,-1
2020,Saarland University,92,-1
2020,Wayve,-1,-1
2020,Sidetrade,-1,-1
2020,Universität Osnabrück,-1,-1
2020,Performancegenetics,-1,-1
2020,Enerzai,-1,-1
2020,Simon Fraser University,52,272
2020,Goethe University,316,305
2020,"Technion, Technion",27,-1
2020,National Research Council Canada,-1,-1
2020,University of East Anglia,-1,191
2020,Cognizant,-1,-1
2020,Two Sigma,-1,-1
2020,Analog Devices,-1,-1
2020,"Charles University, Prague",316,-1
2020,Alphabist,-1,-1
2020,"Tsinghua University, Tsinghua University",4,23
2020,University of Belgrade - Faculty of Organizational Sciences,-1,-1
2020,University of Sydney,64,60
2020,University of Southern California,36,62
2020,Renaissance School of Medicine at Stony Brook University,43,304
2020,University of Notre Dame,118,157
2020,Antfin,-1,-1
2020,Lahore University of Management Sciences,-1,932
2020,Naspers,-1,-1
2020,Cyberagent,-1,-1
2020,NNAISENSE,-1,-1
2020,"Washington University, St. Louis",-1,-1
2020,Singapore Management University,79,-1
2020,Memorial University of Newfoundland,445,557
2020,Beihang University,102,594
2020,Université Paris-Est,-1,-1
2020,4Paradigm Inc.,-1,-1
2020,OpenAI,-1,-1
2020,"University of Newcastle, Australia",316,311
2020,Aalto University,118,182
2020,"HRL Laboratories, LLC",-1,-1
2020,Southwest Jiaotong University,-1,1072
2020,Pontificia Universidad Católica,-1,-1
2020,IMT Atlantique,-1,393
2020,Kings,-1,843
2020,Bosch,-1,297
2020,University of British Columbia,64,34
2020,"Volkswagen Group, Machine Learning Research Lab (MLRL)",-1,-1
2020,Worcester Polytechnic Institute,143,628
2020,Bielefeld University,316,166
2020,National Institute of Informatics,-1,-1
2020,New Jersey Institute of Technology,-1,564
2020,University of Grenoble-Alpes,-1,-1
2020,Leyantech,-1,-1
2020,Scuola Normale Superiore,-1,152
2020,Queen's University Belfast,248,204
2020,NCSOFT,-1,-1
2020,"State University of New York, Albany",-1,350
2020,AIT Austrian Institute Of Technology,-1,-1
2020,Beijing Institute of Technology,-1,661
2020,Ctrl-labs,-1,-1
2020,CSIR,194,-1
2020,Science for Life Laboratory,-1,-1
2020,UPSud/INRIA University Paris-Saclay,-1,-1
2020,University of Passau,316,252
2020,Robust.AI,-1,-1
2020,University of Hildesheim,445,-1
2020,Harbin Institute of Technology,168,424
2020,interdisciplinary center herzliya,-1,-1
2020,Toyota Research Institute,-1,-1
2020,Pacific Northwest National Laboratory,-1,-1
2020,Centre for Applied Autonomous Sensor Systems,-1,-1
2020,Monash University,92,75
2020,Auburn University,445,651
2020,Technical University Munich,-1,-1
2020,Verisk Analytics,-1,-1
2020,Pingan P&C insurance,-1,-1
2020,German Research Center for AI,-1,-1
2020,Università di Firenze,-1,-1
2020,NASA Ames,-1,-1
2020,Prosus,-1,-1
2020,University of Copenhagen,92,101
2020,"Descartes Labs, Inc",-1,-1
2020,Allen Institute for Artificial Intelligence,-1,-1
2020,Technical University of Denmark,-1,182
2020,Kakao Brain,-1,-1
2020,Télécom ParisTech,-1,187
2020,Nagoya Institute of Technology,-1,1157
2020,The Hong Kong University of Science and Technology,-1,47
2020,"Cerebras Systems, Inc",-1,-1
2020,InVivo AI,-1,-1
2020,Indian Institute of Technology Madras,-1,641
2020,University of Innsbruck,-1,415
2020,University of Toronto,18,18
2020,The Hong Kong Polytechnic University,118,171
2020,Beijing Jiaotong University,-1,952
2020,Brandeis University,248,244
2020,King's College London,168,36
2020,Toyota Technological Institute at Chicago,-1,-1
2020,Helmholtz Center Munich,-1,-1
2020,University of Bonn,143,106
2020,"Nara Institute of Science and Technology, Japan",-1,-1
2020,Brown University,85,53
2020,Université de Toulouse,-1,-1
2020,Higher School of Economics,-1,-1
2020,"University of California, Irvine",-1,96
2020,University of Cape Town,445,136
2020,Bayer Ag,-1,-1
2020,Okinawa Institute of Science and Technology (OIST),-1,-1
2020,"University of Texas, Dallas",-1,-1
2020,ETIS,-1,-1
2020,"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",-1,-1
2020,Ohio State University,59,70
2020,UC Santa Barbara,-1,-1
2020,Megvii Technology Inc.,-1,-1
2020,Sri Sathya Sai Institute of Higher Learning,-1,-1
2020,University of St. Gallen,-1,435
2020,"Centre for Integrative Neuroscience, AG Bethge",-1,-1
2020,University of Arizona,194,103
2020,Princeton University,30,6
2020,CONICET,-1,-1
2020,Apple,-1,-1
2020,Rochester Institute of Technology,118,843
2020,University of Science and Technology of China,-1,80
2020,Accenture,-1,-1
2020,University of Auckland,248,177
2020,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",46,35
2020,Meiji University,-1,1323
2020,Sinovation Ventures,-1,-1
2020,Instituto Milenio Fundamentos de los Datos,-1,-1
2020,arm,59,289
2020,CNRS university Toulon,-1,-1
2020,Africa Nazarene University,-1,-1
2020,Hong Kong University of Science and Technology,-1,47
2020,University of Goettingen,316,123
2020,Iowa State University,194,399
2020,Indian Institute of Technology Hyderabad,-1,713
2020,HCL America,-1,-1
2020,Dublin City University,-1,601
2020,International Business Machines,-1,-1
2020,University of Edinburgh,36,30
2020,University of Osnabrück,316,-1
2020,VU University Amsterdam,-1,-1
2020,Pennsylvania State University,43,-1
2020,University of the Witwatersrand,-1,193
2020,Deep Genomics,-1,-1
2020,University of Southampton,194,122
2020,Layer 6 AI,-1,-1
2020,Rostock University,-1,-1
2020,University of Amsterdam,143,62
2020,Politecnico di Milano,143,-1
2020,Autodesk,-1,-1
2020,Bell Labs,-1,-1
2020,Forschungszentrum Jülich,-1,-1
2020,University of Bristol,118,87
2020,Bar Ilan University,102,513
2020,Universitat de Barcelona,-1,-1
2020,University of Sheffield,194,117
2020,Dolby Laboratories,-1,-1
2020,Institute for Basic Science,-1,-1
2020,University of Applied Sciences Würzburg-Schweinfurt,-1,-1
2020,"Preferred Networks, Inc.",-1,-1
2020,Gmai,-1,-1
2020,Vector Institute,-1,-1
2020,Uppsala University,194,102
2020,"University of Nebraska, Omaha",194,-1
2020,University of Guelph,248,558
2020,"University of Texas, Austin",-1,-1
2020,Universite Paris Diderot,-1,-1
2020,University of Pisa,248,366
2020,Tecanlia,-1,-1
2020,National Tsing Hua University,194,365
2020,Shanghai University of Finance and Economics,-1,852
2020,RIKEN,-1,-1
2020,University of Oxford,46,1
2020,Universität zu Lübeck,-1,-1
2020,University of Connecticut,168,393
2020,LINE,-1,358
2020,Google Inc,-1,-1
2020,Carleton University,194,535
2020,Queens University,248,258
2020,FX Palo Alto Laboratory,-1,-1
2020,University of Pennsylvania,20,11
2020,University of Vienna,194,134
2020,German Aerospace Center (DLR),-1,-1
2020,Hao-li,-1,-1
2020,Zalando SE,-1,-1
2020,University of Ottawa,248,141
2020,Palo Alto Research Center (Xerox PARC),-1,-1
2020,Hitachi Ltd. R&D group,-1,-1
2020,Snap Inc.,-1,-1
2020,Carnegie Mellon University,1,27
2020,University of Wisconsin - Madison,18,51
2020,Tongji University,316,441
2020,Horizon Robotics,-1,-1
2020,Xi'an Jiaotong-Liverpool University,-1,-1
2020,Yale University,73,8
2020,Zhejiang University,39,107
2020,Tokyo Institute of Technology,168,299
2020,DeepMind,-1,-1
2020,University of Washington,11,26
2020,Linköping University,-1,407
2020,University of Pittsburgh,79,113
2020,Xiaomi,-1,-1
2020,INSA de Lyon,-1,-1
2020,Yahoo.tw,-1,-1
2020,Tel Aviv University,30,188
2020,University of Exeter,316,146
2020,Deakin University,-1,332
2020,South China University of Technology,-1,501
2020,"Institute for Infocomm Research, A*STAR",-1,-1
2020,Vrije Universiteit Brussel,-1,235
2020,Lenovo Research,-1,-1
2020,Universidad Sergio Arboleda,-1,-1
2020,"Nuro, Inc",-1,-1
2020,"ITU of Punjab Lahore, Pakistan",-1,-1
2020,Swansea University,-1,266
2020,Alfréd Rényi Institute of Mathematics,-1,-1
2020,HEC Montreal,-1,-1
2020,Diffeo,-1,-1
2020,Pazmany Peter catholic University,-1,-1
2020,VMware Research,-1,-1
2020,Ulm University,-1,141
2020,IDKT-RDI QF,-1,-1
2020,University of Windsor,445,605
2020,KAUST,102,-1
2020,Yonsei University,143,196
2020,Faculty,-1,-1
2020,ASAPP Inc.,-1,-1
2020,Aignostics GmbH,-1,-1
2020,Hulu LLC.,-1,-1
2020,Yoctol,-1,-1
2020,"University of Illinois, Urbana Champaign",-1,-1
2020,Ecole polytechnique,-1,93
2020,The University of Tokyo,64,36
2020,Honda Research Institute,-1,-1
2020,University of Tartu,316,319
2020,Uncharted Technologies,-1,-1
2020,Hebrew University of Jerusalem,85,216
2020,MSKCC New York,-1,-1
2020,University of Salzburg,248,-1
2020,"Guangzhou University, China, Tsinghua University",4,23
2020,Shandong University,143,658
2020,Denso Corporation,-1,-1
2020,NoMagic,-1,-1
2020,Swiss Center for Electronics and Micro Electronics,-1,-1
2020,Allstate,-1,-1
2020,Allen Institute,-1,-1
2020,Indian Institute of Technology Kharagpur,-1,476
2020,University of Zurich,118,90
2020,Universität Bremen,-1,-1
2020,Stefan-jeschke,-1,-1
2020,"Ecole Polytechnique, France",-1,-1
2020,Element AI,-1,-1
2020,"University of California, Davis",-1,55
2020,Carnegie-Mellon University,1,27
2020,Lund University,445,98
2020,Southern University of Science and Technology,-1,317
2020,Facultad de Ingeniería,-1,-1
2020,ENPC,-1,-1
2020,"Computer Science Lab  - Pierre and Marie Curie University, Paris, France",-1,-1
2020,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences",30,-1
2020,Hyundai Mobis,-1,-1
2020,George Mason University,85,282
2020,"Institute of Computing Technology, Chinese Academy of Sciences",30,-1
2020,University College London,52,-1
2020,Université Pierre et Marie Curie - Paris 6,-1,-1
2020,University of New Hampshire,248,-1
2020,Alibaba Group,-1,-1
2020,University of Haifa,194,544
2020,Radboud University Nijmegen,248,128
2020,T-Systems on site services GmbH,-1,-1
2020,Peking University,14,24
2020,Indian Institute of Technology Bombay,-1,480
2020,SK Telecom,-1,-1
2020,Shenyang Aerospace University,-1,-1
2020,Toshiba Research Europe Ltd.,-1,-1
2020,University of Cambridge,79,3
2020,Habana Labs (Intel),-1,-1
2020,University of California at Merced,-1,-1
2020,Petuum Inc.,-1,-1
2020,Uni Wageningen,-1,-1
2020,Northwestern University,46,22
2020,Indiana University,64,134
2020,Anyvision,-1,-1
2020,University of Virginia,52,107
2020,Deep Render,-1,-1
2020,Phillips Exeter Academy,-1,-1
2020,Makerere University,-1,605
2020,"University of Massachusetts, Amherst",24,209
2020,Cardiff University,168,196
2020,University of Tuebingen,143,91
2020,MakinaRocks,-1,-1
2020,Fudan University,73,109
2020,Unilever,-1,-1
2020,Zoloz,-1,-1
2020,"CNRS, Université Paris-Saclay",-1,-1
2020,"Institute of information engineering, CAS",-1,-1
2020,Griffith University,-1,240
2020,Kyung Hee,445,319
2020,Gmial,-1,-1
2020,"University of Geneva, Switzerland",-1,144
2020,Mitsubishi Electric Research Labs,-1,-1
2020,Seoul National University,39,64
2020,Barcelona Supercomputing Center,445,-1
2020,KU Leuven,143,45
2020,Johns Hopkins University,73,12
2020,University of Kassel,445,94
2020,Chinese Academy of Sciences,30,-1
2020,Oceandatalab,-1,-1
2020,York University,194,416
2020,Universität Freiburg,-1,-1
2020,École de technologie supérieure,-1,-1
2020,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",30,-1
2020,Ecole Normale Superieure de Rennes,445,-1
2020,ServiceNow,-1,-1
2020,Ariel AI,-1,-1
2020,Friedrich-Alexander Universität Erlangen-Nürnberg,-1,-1
2020,ShanghaiTech University,316,-1
2020,"City, University of London",248,422
2020,Grinnell College,-1,-1
2020,AIST,15,110
2020,Addis Ababa Institute of Technology,-1,-1
2020,TU Dortmund University,248,354
2020,Target,-1,-1
2020,Jilin University,-1,952
2020,"BITS Pilani, BITS Pilani",445,-1
2020,Ecole Superieur d'Ingenieurs Leonard de Vinci,-1,-1
2020,Amadeus IT Group,-1,-1
2020,Aarhus University,92,115
2020,Google,-1,-1
2020,Prostatecentre,-1,-1
2020,Flatiron Institute,-1,-1
2020,Kuaishou Technology,-1,-1
2020,Korea University,168,179
2020,University of Central Florida,73,609
2020,Southeast University,-1,570
2020,Unity Technologies,-1,-1
2020,Rensselaer Polytechnic Institute,248,438
2020,University of Montreal,118,85
2020,Prowler.io,-1,-1
2020,SenseTime Group Limited,-1,-1
2020,SalesForce.com,-1,-1
2020,Toshiba Corporation,-1,-1
2020,Panasonic Corporation,-1,-1
2020,National Institutes of Health,-1,-1
2020,Squirrel AI Learning,-1,-1
2020,Sana Labs,-1,-1
2020,eBay,-1,-1
2020,Virginia Commonwealth University,248,-1
2020,Emory University,194,80
2020,Polytechnique Montreal,316,-1
2020,California Institute of Technology,143,2
2020,Twitter,-1,-1
2020,Colorado School of Mines,248,343
2021,CISPA Helmholtz-Zentrum für Informationssicherheit,-1,-1
2021,"Delhi Technological University (Delhi College of Engineering), Dhirubhai Ambani Institute Of Information and Communication Technology",-1,914
2021,Keio University,263,730
2021,Korea Advanced Institute of Science and Technology,-1,96
2021,WeBank,-1,-1
2021,IBM Researcher,-1,-1
2021,Orange,-1,-1
2021,The Ohio State University,58,-1
2021,Royal Caliber,-1,-1
2021,University of Electronic Science and Technology of China,-1,553
2021,"Electrical Engineering & Computer Science Department, University of California Berkeley",-1,-1
2021,Huawei France,-1,-1
2021,POSTECH,128,151
2021,Carl von Ossietzky University of Oldenburg,327,-1
2021,Harvard University,53,3
2021,Facebook AI Research,-1,-1
2021,Malmˆ University,-1,-1
2021,Norwegian Defence Research Establishment (FFI),-1,-1
2021,MBZ University of AI,-1,-1
2021,Université Paris-Sud,-1,-1
2021,"University of Illinois, Chicago",-1,-1
2021,University of California-Davis,-1,64
2021,Sapienza University of Rome,99,216
2021,Naver Labs,-1,-1
2021,Politecnico di Torino,-1,-1
2021,Hanyang University,209,380
2021,Central Institute of Mental Health,-1,-1
2021,Peking University Shenzhen Graduate School,14,23
2021,"Indian Institute of Technology, Kanpur",-1,-1
2021,Randall Davis,-1,-1
2021,University of Oxford and DeepMind,46,1
2021,Ajou University,-1,720
2021,Indian Institute of Technology Tirupati,-1,-1
2021,Valeo,-1,-1
2021,CSIRO,-1,-1
2021,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Chinese Academy of Sciences",34,-1
2021,Max-Planck Institute for Informatics,-1,-1
2021,GIPSA LAB,-1,-1
2021,"Computer Science and Artificial Intelligence Laboratory, Electrical Engineering & Computer Science",-1,-1
2021,GuangDong Cardiovascular Institute,-1,-1
2021,University of Washington  Seattle,11,29
2021,"Qualcomm Inc, QualComm",-1,-1
2021,Ecole Nationale Supérieure Polytechnique de Yaoundé,-1,-1
2021,Intel Labs,-1,-1
2021,Pontificia Universidad Cat√≥lica,-1,-1
2021,Hyperconnect,-1,-1
2021,nanjing university,52,111
2021, Thales,-1,-1
2021,University of Tokyo,71,36
2021,Williams College,-1,-1
2021,Univerity of Latvia,-1,733
2021,"University of Tennessee, Knoxville",209,-1
2021,SenseTime LTD,-1,-1
2021,Samsung AI Center,-1,-1
2021,"Department of Computer and Information Science, University of Massachusetts, Amherst",-1,210
2021,"Zhejiang University, Tsinghua University",4,20
2021,Bosch Research,-1,-1
2021,University of Basel,453,92
2021,Open Review,-1,-1
2021,SambaNova Systems,-1,-1
2021,"University of Texas, Arlington",-1,-1
2021,"Institute of Engineering, Thapathali campus",-1,-1
2021,Yonsei university,150,186
2021,Laval university,-1,-1
2021,Dartmouth College,174,100
2021,Kent State University,263,814
2021,Trinity College  Dublin,-1,155
2021,National University of Defense Technology,-1,-1
2021,DESY,-1,-1
2021,"Sharif University of Technology, Sharif University of Technology",327,475
2021,IIT Kanpur,128,-1
2021,"Machine Learning Research Lab, Volkswagen Group",-1,-1
2021,Visa Research,-1,-1
2021,Shanghai University,-1,818
2021,Technische Universität Hamburg,-1,-1
2021,Pandit Deendayal Energy University,-1,-1
2021,"Shanghai Jiao Tong University,",29,100
2021,"Beijing University of Post and Telecommunication, Tsinghua University",4,20
2021,Academy of Military Science,-1,-1
2021,Spanish National Research Council,-1,-1
2021,Universite Laval  Laval university,-1,-1
2021,Chinese University of Hong Kong,46,56
2021,Electrical Engineering & Computer Science Department,-1,-1
2021,Chonbuk National University,-1,1037
2021,VISA,-1,-1
2021,University of Western Ontario,-1,-1
2021,University of Bologna,-1,167
2021,ZI Mannheim,-1,-1
2021,T√©l√©com Bretagne,-1,-1
2021,"School of Engineering and Applied Science, University of Pennsylvania",20,13
2021,"Westlake University, China",263,-1
2021,"Indian Institute of Technology (Indian School of Mines), Dhanbad",-1,919
2021,"Language Technologies Institute, Carnegie Mellon University",1,28
2021,The University of Melbourne,85,31
2021,Baidu Research,-1,-1
2021,Oak Ridge National Laboratory,-1,-1
2021,SK T-Brain,-1,-1
2021,Bocconi University,327,-1
2021,Chalmers University of Technology,-1,235
2021,Sharif University of Technology,327,475
2021,National Chiao Tung University,128,564
2021,National Institute of Information and Communications Technology (NICT)  National Institute of Advanced Industrial Science and Technology,-1,-1
2021,Adobe Systems,-1,-1
2021,IDSIA,-1,-1
2021,"Swiss Federal Institute of Technology, Zurich",-1,-1
2021,Department of Biology/Department of Computer Science,-1,-1
2021,Delft University of Technology,-1,78
2021,"IHPC, A*STAR",-1,-1
2021,AMU,263,-1
2021,Air Force Research Laboratory,-1,-1
2021,Microsoft AI and Research,-1,-1
2021,IIT Delhi,150,-1
2021,Peking Univ,14,23
2021,Lenovo,-1,-1
2021,University of North Carolina  Chapel Hill,64,56
2021,SCHOOL OF COMPUTER SCIENCE AND ENGINEERING,-1,-1
2021,Korea Advanced Institute of Science & Technology,-1,-1
2021,ATR,263,1019
2021,"Indian institute of technology, tirupati",-1,-1
2021,Rice University,92,124
2021,University of Sussex,327,160
2021,DoD HPCMP,-1,-1
2021,", University of California, Los Angeles",-1,15
2021,University of Szeged,453,876
2021,University of Oldenburg,327,-1
2021,Wyze Labs,-1,-1
2021,Mila / McGill University,99,40
2021,University of Alberta,110,131
2021,"University of Nebraska, Lincoln",209,488
2021,University of International Business and Economics,-1,730
2021,NAVER,-1,-1
2021,Purdue University,23,94
2021,"Department of Informatics, Technical University Munich",-1,-1
2021,Beijing University of Posts and Telecommunications,-1,-1
2021,Meituan Inc.,-1,-1
2021,"Department of Computer Science, Cornell University",7,19
2021,"Department of Mechanical and Industrial Engineering, University of Toronto, Toronto University",18,18
2021,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",-1,-1
2021,"Department of Computer Science, University of Maryland",-1,-1
2021,Ruƒëer Bo≈°koviƒá Institute,-1,-1
2021,Ecole Polytechnique,-1,89
2021,Toronto University,-1,-1
2021,Louisiana State University,453,596
2021,Nankai University,-1,358
2021,Dalle Molle Institute for Artificial Intelligence Research (IDSIA),-1,-1
2021,Hamad Bin Khalifa University,-1,389
2021,Université Gustave Eiffel,-1,-1
2021,"University of Colorado, Boulder",64,131
2021,Hasso Plattner Institute,150,-1
2021,University of Maryland - College Park,12,90
2021,University of Melbourne,85,31
2021, Microsoft Research,-1,-1
2021,Karlsruhe Institute of Technology,174,202
2021,University of Tübingen & International Max Planck Research School for Intelligent Systems,128,78
2021,Freie Universität Berlin,327,-1
2021,"University of Maryland, College Park",12,90
2021,Univ. of Illinois at Urbana-Champaign,2,-1
2021,Cold Spring Harbor Laboratory,-1,-1
2021,University of Michigan,7,22
2021,Peng Cheng Laboratory,-1,-1
2021,University of Twente,150,242
2021,University of Chicago,46,10
2021,Indian Institute of Technology,-1,355
2021,Ricoh Company  Ltd.,-1,-1
2021,"Alibaba Group, USA",-1,-1
2021,Institut national de recherche en sciences et technologies du num√©rique,-1,-1
2021,TU Berlin,128,-1
2021,Argonne National Laboratory,-1,-1
2021,Czech Technical University in Prague,174,1045
2021,Universidad Técnica Federico Santa María,-1,-1
2021,Robert Bosch GmbH,-1,-1
2021,Université de Lille,-1,-1
2021,"University of Technology Sydney, Australia",71,160
2021,Information Sciences Institute,-1,-1
2021,University of California - Los Angeles,-1,15
2021,University of California-Berkeley,-1,7
2021,ByteDance,-1,-1
2021,"University of North Carolina, Chapel Hill",64,-1
2021,German Cancer Research Center,-1,-1
2021,Univeristé Paris-Dauphine,-1,-1
2021,CentraleSupelec,-1,578
2021,Sony AI,-1,-1
2021,"Donders Institute for Brain, Cognition and Behaviour",-1,-1
2021,Nanjing University of Science and Technology,52,111
2021,Pingan Group,-1,-1
2021,The University of Hong Kong,99,39
2021,ByteDance Inc,-1,-1
2021,Amazon AWS AI,-1,-1
2021,SAP AI Research,-1,-1
2021,Télécom Paris,-1,209
2021,Aix Marseille Univ,-1,-1
2021,Fraunhofer IIS,-1,-1
2021,University of California Berkeley,-1,7
2021,"Shanghai Jiao Tong University, Tsinghua University",4,20
2021,Universität Osnabrück,-1,-1
2021,"LITIS, Université de Rouen Normandie, France",-1,-1
2021,"Indian Institute of Technology Madras,",-1,-1
2021,University of Leeds,209,160
2021,Cognizant,-1,-1
2021,Dalian University of Technology  Tsinghua University,4,20
2021,The Hebrew University of Jerusalem,85,235
2021,Alibaba Group US,-1,-1
2021,"State Key Laboratory of Cognitive Neuroscience and Learning, Beijing Normal University",-1,307
2021,"Washington University, St. Louis",-1,-1
2021,Singapore Management University,79,-1
2021,Beihang University,99,567
2021,VU Amsterdam,174,-1
2021,Departmen of Physiology,-1,-1
2021,"Department of computer science and informational engineering, National Taiwan University",99,-1
2021,ChungAng University,-1,618
2021,Institute of Mathematics Polish Academy of Sciences,-1,-1
2021,Washington University in St. Louis,110,50
2021,Bosch,-1,285
2021,"University of Science and Technology of China, Tsinghua University",4,20
2021,University of Antwerp,-1,173
2021,University of Grenoble-Alpes,-1,-1
2021,Hanoi University of Science and Technology,-1,1158
2021,JD Explore Academy,-1,-1
2021,Beijing Institute of Technology,-1,584
2021,Konkuk University,-1,608
2021,MoneyBrain Inc.,-1,-1
2021,interdisciplinary center herzliya,-1,-1
2021,Toyota Research Institute,-1,-1
2021,Pacific Northwest National Laboratory,-1,-1
2021,Sejong University,-1,331
2021,University of Maryland,12,90
2021,Technical University Munich,-1,-1
2021,Institute for Machine Learning,-1,-1
2021,HKU,37,-1
2021,Università di Firenze,-1,-1
2021,Allen Institute for Artificial Intelligence,-1,-1
2021,Technical University of Denmark,-1,186
2021,Beijing University of Post and Telecommunications,-1,-1
2021,The Hong Kong University of Science and Technology,-1,56
2021,"Cerebras Systems, Inc",-1,-1
2021,Indian Institute of Technology Madras,-1,-1
2021,"Nanyang Technological University, Singapore",44,47
2021,Edinburgh University  University of Edinburgh,29,30
2021,edf,-1,975
2021,Beijing Jiaotong University,-1,978
2021,"School of Computer Science and Cyberspace Security, Hainan University",-1,-1
2021,Université Claude Bernard Lyon 1,-1,-1
2021,ifA | Automatic Control Laboratory | ETH Zurich,9,14
2021,William Marsh Rice University,92,124
2021,"Clova AI, NAVER Corp.",-1,-1
2021,Brown University,85,61
2021,Google (DeepMind),-1,-1
2021,Sogang University,-1,929
2021,"University of Texas, Dallas",-1,-1
2021,ETIS,-1,-1
2021,Bytedance,-1,-1
2021,"Department of Computer Science, University of North Carolina, Chapel Hill",64,-1
2021,"Montreal Institute for Learning Algorithms, University of Montreal",128,73
2021,Microsoft Research Cambridge,-1,-1
2021,Zuken Limited,-1,-1
2021,Huazhong University of Science and Technology,-1,312
2021,Ohio State University,58,78
2021,Texas A&M University,46,195
2021,Tata Consultancy Services,-1,-1
2021,Samsung advanced institute of technology,-1,-1
2021,University of Mainz,327,310
2021,"Centre for Integrative Neuroscience, AG Bethge",-1,-1
2021,Dyno Therapeutics,-1,-1
2021,Quantib BV,-1,-1
2021,Japan Advanced Institute of Science and Technology,-1,-1
2021,Quantib,-1,-1
2021,arm,64,302
2021,College de France,-1,-1
2021,Stellenbosch University,453,285
2021,"Indian Institute of Technology, Palakkad",-1,-1
2021,Iowa State University,209,427
2021,Huawei International.,-1,-1
2021,Alibaba Group and Ant Financial Services Group,-1,-1
2021,University of the Witwatersrand,-1,206
2021,AInnocation,-1,-1
2021,Ensae ParisTech,-1,-1
2021,"Indian Institute of Technology Jodhpur, India, Dhirubhai Ambani Institute Of Information and Communication Technology",-1,-1
2021,Autodesk,-1,-1
2021,University of Miami,453,238
2021,IST Austria,110,-1
2021,Indian Institute of Technology Hyderabad (IITH),-1,693
2021,IBM  International Business Machines,-1,-1
2021,"Institute for Interdisciplinary Information Sciences (IIIS), Tsinghua University",4,20
2021,Vector Institute,-1,-1
2021,UC Berkeley,-1,-1
2021,BMSTU,-1,-1
2021,American University of Beirut,327,328
2021,Megvii Technology,-1,-1
2021,"Kyushu University, Tokyo Institute of Technology",174,312
2021,"CIIRC, Czech Technical University",174,-1
2021,Google Inc,-1,-1
2021,"Nanjing University, China",52,111
2021,MedaiTek Research,-1,-1
2021,The University of Sydney,71,51
2021,"Nomura Asset Management co,ltd.",-1,-1
2021,University of Vienna,174,164
2021,"Graduate School at Shenzhen, Tsinghua University",4,20
2021,Snap Inc.,-1,-1
2021,"Google Research, Brain team",-1,-1
2021,"AIST, National Institute of Advanced Industrial Science and Technology",-1,-1
2021,Xi'an Jiaotong-Liverpool University,-1,608
2021,INRIA Sophia Antipolis,-1,-1
2021,Mathematical Modeling of Biological Systems Institute,-1,-1
2021,sensetime,-1,-1
2021,University of Exeter,327,173
2021,Lenovo Research,-1,-1
2021,jd,-1,-1
2021,Virginia Polytechnic Institute and State University,-1,245
2021,"Vipshop (China) Co., Ltd.",-1,-1
2021,Universität Paderborn,-1,-1
2021,KAUST,110,-1
2021,Electronics and Telecommunications Research Institute,-1,-1
2021,Aignostics GmbH,-1,-1
2021,Guangdong University of Technology,-1,740
2021,Universidad Católica de Chile,-1,-1
2021,Yonsei unicersity,150,-1
2021,lip6 - UPMC,-1,-1
2021,Hebrew University of Jerusalem,85,235
2021,TOTAL SA & CRISTAL,-1,-1
2021,Sun Yat-Sen University,128,293
2021,"Guangzhou University, China, Tsinghua University",4,20
2021,University of Munich,128,41
2021,"Machine Learning Lab, University of Freiburg",150,83
2021,Universität Bremen,-1,-1
2021,NYU Grossman School of Medicine,-1,-1
2021,TAL,-1,16
2021,University of Toulon,-1,-1
2021,IDC Herzliya,-1,771
2021,Carnegie-Mellon University,1,28
2021,Lund University,453,103
2021,Guangzhou University  China  Tsinghua University,4,20
2021,"China Southern Power Grid Digital Power Grid Research Institute Co., Ltd",-1,-1
2021,hebrew university jerusalem israel,-1,-1
2021,Facebook AI (FAIR),-1,-1
2021,Università degli Studi di Verona,-1,-1
2021,SenseTime International Pte Ltd,-1,-1
2021,ENS,92,62
2021,Peking University,14,23
2021,Northwest Polytechnical University Xi'an,-1,-1
2021,"University Children's Hospital Regensburg (KUNO), Department of Neonatology, Hospital St. Hedwig of the Order of St. John, University of Regensburg, Germany",-1,-1
2021,Indian Institute of Technology Bombay,-1,-1
2021,SK Telecom,-1,-1
2021,University of the Sunshine Coast,-1,678
2021,Shahid Beheshti University,-1,756
2021,Memorial Sloan Kettering Cancer Center,-1,-1
2021,Mediatek Research,-1,-1
2021,Sambanova Systems Inc.,-1,-1
2021,Stony Brook University,42,312
2021,Finnish Environment Institute,-1,-1
2021,Harvey Mudd College,-1,-1
2021,Indiana University,64,140
2021,"Hebrew University of Jerusalem, Israel",85,235
2021,University Göttingen,-1,-1
2021,Ruhr-University Bochum,263,257
2021,Czech Technical Univeresity in Prague,-1,1045
2021,Salesforce AI Research,-1,-1
2021,VUNO Inc.,-1,-1
2021,Harbin institute of technology,150,416
2021,Georgetown University,209,120
2021,Transmute AI Research,-1,-1
2021,JD.com,-1,-1
2021,IBM Research AI,-1,-1
2021,University of Massachusetts  Amherst,23,210
2021,Université de Sherbrooke,327,-1
2021,University of South Carolina,209,424
2021,University of Ostrava,-1,1149
